 	Area	Mean
1	48.36	2216.73
2	11.35	2179.69
3	21.60	2143.08
4	117.91	2221.55
5	109.59	2227.58
6	48.40	2251.47
7	17.65	2282.18
8	12.09	2092.62
9	8.04	1981.33
10	64.35	2417.66
11	21.37	2131.82
12	19.58	2328.28
13	12.27	2128.60
14	9.33	2038.85
15	12.78	1993.94
16	6.30	2000.45
17	12.64	2252.35
18	27.40	2151.45
19	48.17	2451.19
20	1790.66	2424.10
21	57.41	2262.81
22	57.78	2328.28
23	13.88	2109.97
24	9.79	2170.79
25	6.02	2000.09
26	56.36	2349.46
27	15.67	2078.32
28	22.29	2137.82
29	15.77	2191.44
30	13.93	2147.84
31	37.19	2453.67
32	121.86	2319.01
33	1183.38	2290.06
34	9.38	2056.88
35	27.58	2225.49
36	9.47	2088.38
37	57.96	2283.44
38	7.91	2064.28
39	18.75	2295.77
40	65.41	2266.86
41	672.04	2335.66
42	50.38	2279.01
43	59.90	2211.19
44	23.08	2169.17
45	22.62	2339.65
46	80.44	2248.05
47	15.40	2116.99
48	18.57	2445.79
49	20.36	2247.92
50	13.79	2045.00
51	23.99	2369.05
52	17.47	2136.82
53	45.32	2450.09
54	13.88	2280.21
55	31.35	2420.37
56	40.50	2293.34
57	14.99	1972.24
58	13.88	2275.52
59	24.55	2119.03
60	16.69	2378.12
61	71.20	2280.91
62	11.40	2170.34
63	9.24	2216.16
64	40.31	2430.72
65	14.07	2138.00
66	30.98	2257.01
67	12.96	2261.72
