 	Area	Mean	Min	Max	IntDen	RawIntDen
1	16.762	281.928	161	378	4725.725	281928.000
2	34.865	240.685	157	370	8391.545	500624.000
3	23.199	242.720	146	399	5630.815	335924.000
4	38.033	245.979	155	396	9355.403	558126.000
5	9.772	232.806	150	339	2275.062	135726.000
6	331.220	271.690	135	489	89989.435	5368603.000
7	9.253	233.458	154	333	2160.124	128869.000
8	17.651	259.136	152	424	4573.893	272870.000
9	22.579	299.148	159	476	6754.350	402952.000
10	78.095	254.728	155	438	19893.008	1186780.000
11	14.851	240.906	156	357	3577.768	213443.000
12	24.339	262.929	158	418	6399.344	381773.000
13	14.097	260.250	162	394	3668.736	218870.000
14	16.863	208.434	157	275	3514.776	209685.000
15	13.460	270.670	159	387	3643.224	217348.000
16	7.778	263.718	159	373	2051.103	122365.000
17	14.499	243.458	160	327	3529.962	210591.000
18	16.980	240.323	147	396	4080.700	243447.000
19	40.179	246.358	165	365	9898.413	590521.000
20	10.946	227.706	166	282	2492.401	148692.000
21	31.161	248.590	157	408	7746.268	462128.000
22	5.884	235.781	166	336	1387.220	82759.000
23	6.068	219.229	160	275	1330.263	79361.000
24	6.118	220.342	167	299	1348.098	80425.000
25	8.884	250.477	161	354	2225.228	132753.000
26	13.745	222.959	158	292	3064.560	182826.000
27	6.152	239.401	179	314	1472.724	87860.000
28	7.761	247.508	184	327	1920.878	114596.000
