 	Area	Mean
1	199.91	1881.15
2	10.66	2003.53
3	15.17	2348.56
4	6.71	1806.46
5	8.83	1590.76
6	16.09	1704.95
7	14.34	1690.81
8	23.03	1905.63
9	13.33	1925.04
10	15.86	1833.37
11	33.74	1669.30
12	5.84	1579.10
13	19.58	1778.57
14	25.14	2230.53
15	29.33	1835.77
16	20.00	1776.74
17	17.01	1829.57
18	19.54	1786.44
19	10.43	1658.35
20	46.43	1895.67
21	16.64	1829.51
22	22.98	1809.02
23	88.85	1939.97
24	17.74	2170.01
25	13.10	1651.26
26	7.08	1679.91
27	30.15	1786.93
28	9.06	1702.34
29	5.24	1664.51
30	35.62	1830.94
31	16.87	1780.22
32	38.57	1869.58
33	5.24	1617.52
34	103.52	1839.03
35	17.47	1745.11
36	24.68	1865.19
37	16.87	1691.34
38	103.06	1916.05
39	17.42	1705.54
40	18.94	1868.74
41	25.97	1789.71
42	16.96	1618.17
43	11.22	1726.66
44	12.41	1657.91
45	270.29	1883.09
46	23.40	1667.72
47	12.50	1809.86
48	79.11	1811.83
49	47.25	1862.24
50	58.84	1969.31
51	11.54	1708.65
52	7.63	1597.99
53	7.12	1713.30
54	20.46	1909.73
55	16.09	2149.31
56	7.81	1576.65
57	31.67	1900.72
58	9.88	1633.19
59	31.81	1668.29
60	30.75	1760.87
61	26.43	1733.70
62	1072.79	1992.03
63	119.93	1858.89
64	12.23	1652.41
65	8.50	1683.12
66	48.54	1738.60
67	51.58	1956.01
68	37.33	1894.03
69	23.58	1878.35
70	27.86	1764.80
71	17.74	1621.68
72	15.35	1948.76
73	13.10	1788.32
74	118.69	1874.79
75	24.41	1718.11
76	36.04	1869.80
77	6.21	1601.82
78	9.88	1709.74
79	25.60	1991.59
80	5.01	1680.14
81	391.55	1982.29
82	24.50	1915.79
83	34.34	1830.77
84	13.01	1587.00
85	66.06	1869.81
86	31.49	1762.71
87	10.07	1739.38
88	24.82	1820.10
89	50.33	1792.47
90	32.54	1777.79
91	15.26	1712.13
92	28.68	1697.83
93	12.04	1690.76
94	21.93	1810.23
95	33.65	1807.25
96	28.18	1881.11
97	11.58	1671.10
98	84.35	1831.38
99	18.02	1594.08
100	5.33	1601.24
101	31.58	1920.35
102	5.75	1980.60
