 	Area	Mean	Min	Max	IntDen	RawIntDen
1	33.340	116.317	54	185	3878.012	231355
2	39.056	110.881	53	180	4330.557	258353
3	8.750	101.199	64	135	885.478	52826
4	23.953	106.096	58	197	2541.329	151611
5	13.242	98.078	63	131	1298.766	77482
6	5.699	111.112	81	137	633.241	37778
7	10.962	102.635	53	153	1125.127	67123
8	11.113	107.643	57	170	1196.266	71367
9	17.768	106.186	55	165	1886.700	112557
10	409.433	121.141	53	252	49598.942	2958981
11	11.801	109.429	74	150	1291.324	77038
12	6.688	100.672	57	146	673.303	40168
13	5.515	106.872	69	150	589.375	35161
14	28.060	120.067	52	210	3369.062	200992
15	10.929	97.408	63	136	1064.565	63510
16	44.403	112.148	52	179	4979.722	297081
17	160.833	115.734	54	202	18613.836	1110467
18	11.046	108.681	57	177	1200.523	71621
19	19.394	138.483	69	216	2685.719	160225
20	10.342	115.959	59	168	1199.283	71547
21	35.402	97.047	53	163	3435.625	204963
22	7.124	117.391	70	168	836.281	49891
23	66.797	116.013	57	208	7749.319	462310
24	5.548	92.124	65	123	511.129	30493
25	53.153	112.097	63	189	5958.298	355461
26	9.638	107.122	67	160	1032.466	61595.000
27	7.711	96.815	50	150	746.503	44535
28	11.549	118.878	67	179	1372.939	81907
29	28.295	102.888	54	176	2911.170	173675
30	12.320	113.170	64	179	1394.277	83180
31	9.940	111.594	60	164	1109.237	66175
32	14.013	102.656	70	133	1438.529	85820
33	8.163	97.704	69	130	797.578	47582
34	15.874	105.563	65	160	1675.681	99968
35	9.705	116.877	66	169	1134.330	67672
36	12.303	100.168	63	143	1232.405	73523
37	5.615	93.504	69	123	525.058	31324
38	10.543	103.348	61	147	1089.642	65006
39	6.688	101.860	58	150	681.248	40642
40	5.230	109.196	77	145	571.070	34069
41	5.314	105.013	74	137	557.996	33289
42	7.761	106.946	76	137	829.996	49516
43	5.029	110.423	68	147	555.280	33127
44	6.269	91.024	54	129	570.635	34043
45	8.700	104.119	91	128	905.794	54038
46	5.816	84.510	54	119	491.551	29325.000
47	12.991	117.274	72	165	1523.463	90887
48	8.817	105.671	61	152	931.692	55583
