 	Area	Mean	Min	Max	IntDen	RawIntDen
1	8.079	428.394	330	567	3461.153	206486.000
2	17.500	465.136	320	731	8139.743	485602.000
3	9.672	434.253	328	569	4199.996	250564.000
4	30.658	472.495	316	663	14485.767	864194.000
5	52.566	423.120	303	597	22241.773	1326903.000
6	10.728	468.752	332	632	5028.668	300001.000
7	29.501	461.277	320	683	13608.317	811847.000
8	21.070	447.697	332	633	9432.995	562755.000
9	10.812	489.670	320	685	5294.113	315837.000
10	15.974	518.470	332	713	8282.222	494102.000
11	9.571	442.785	332	576	4237.979	252830.000
12	31.513	474.996	294	837	14968.500	892993.000
13	14.550	439.899	323	573	6400.333	381832.000
14	40.447	448.603	320	715	18144.680	1082478.000
15	14.298	389.142	273	576	5564.001	331938.000
16	10.527	456.185	332	624	4802.093	286484.000
17	9.286	458.083	332	626	4253.870	253778.000
18	6.822	409.742	332	510	2795.343	166765.000
19	17.617	456.912	332	634	8049.445	480215.000
20	25.696	431.755	319	629	11094.562	661881.000
21	11.063	494.262	332	689	5468.038	326213.000
22	9.554	438.505	329	592	4189.671	249948.000
23	33.390	480.272	325	784	16036.385	956701.000
24	10.694	411.748	332	616	4403.338	262695.000
25	23.450	475.115	332	700	11141.580	664686.000
26	12.505	494.279	332	716	6180.748	368732.000
27	9.756	457.570	332	605	4463.866	266306.000
28	10.208	458.888	332	625	4684.406	279463.000
29	25.646	462.565	325	650	11863.007	707725.000
30	21.037	490.161	325	743	10311.282	615152.000
31	37.681	479.903	324	725	18083.414	1078823.000
32	13.913	464.412	323	643	6461.180	385462.000
33	22.562	484.017	332	635	10920.336	651487.000
34	10.376	476.805	332	646	4947.220	295142.000
35	42.190	469.828	323	717	19822.221	1182557.000
36	13.544	399.660	294	515	5412.924	322925.000
37	8.264	428.108	332	545	3537.773	211057.000
38	13.728	428.799	332	567	5886.639	351186.000
39	7.962	402.145	332	488	3201.893	191019.000
40	9.621	426.108	333	562	4099.792	244586.000
41	13.795	434.631	332	556	5995.845	357701.000
42	13.913	494.517	332	712	6880.016	410449.000
43	23.450	444.844	321	601	10431.718	622337.000
