 	Area	Mean	IntDen	RawIntDen
1	7.392	809.732	5985.637	357092.000
2	7.660	795.726	6095.513	363647.000
3	1597.971	812.048	1297629.665	77414182.000
4	59.992	814.933	48889.316	2916646.000
5	10.057	763.340	7677.141	458004.000
6	16.444	814.056	13386.084	798589.000
7	6.621	798.577	5287.425	315438.000
8	13.611	774.600	10542.986	628975.000
9	9.437	802.320	7571.573	451706.000
10	37.447	823.204	30826.251	1839037.000
11	29.267	806.825	23613.154	1408717.000
12	6.001	768.735	4613.066	275207.000
13	12.857	826.412	10624.835	633858.000
14	7.074	794.846	5622.451	335425.000
15	8.733	799.321	6980.539	416446.000
16	15.086	762.851	11508.336	686566.000
17	20.031	782.265	15669.394	934807.000
18	11.348	765.300	8684.614	518108.000
19	11.918	799.686	9530.584	568577.000
20	8.532	743.487	6343.392	378435.000
21	8.532	813.232	6938.449	413935.000
22	5.196	775.339	4028.871	240355.000
23	7.509	789.234	5926.718	353577.000
24	6.805	806.099	5485.856	327276.000
25	9.839	751.107	7390.441	440900.000
26	9.856	768.939	7578.780	452136.000
27	11.314	765.175	8657.543	516493.000
28	5.833	781.891	4560.953	272098.000
