 	Area	Mean	Min	Max	IntDen	RawIntDen
1	11.231	109.999	60	164	1235.355	73699.000
2	10.057	110.380	54	167	1110.125	66228.000
3	15.958	100.131	48	159	1597.854	95325.000
4	26.333	112.546	61	176	2963.719	176810.000
5	18.807	112.769	59	172	2120.867	126527.000
6	25.546	116.457	58	201	2974.950	177480.000
7	18.874	109.384	68	165	2064.529	123166.000
8	59.338	112.011	52	190	6646.502	396518.000
9	42.408	133.773	46	260	5673.073	338445.000
10	8.700	114.437	62	167	995.556	59393.000
11	17.718	104.408	49	168	1849.856	110359.000
12	22.394	103.173	45	167	2310.481	137839.000
13	12.588	138.402	68	209	1742.260	103940.000
14	8.917	110.989	51	164	989.739	59046.000
15	185.373	119.012	48	235	22061.681	1316159.000
16	9.370	111.834	66	164	1047.887	62515.000
17	15.270	104.304	55	175	1592.758	95021.000
18	48.577	110.847	52	205	5384.596	321235.000
19	21.288	107.838	52	161	2295.646	136954.000
20	18.824	106.475	57	154	2004.269	119571.000
21	17.818	105.558	57	189	1880.850	112208.000
22	6.872	98.034	57	141	673.739	40194.000
23	33.776	118.969	57	217	4018.261	239722.000
24	10.577	112.369	80	136	1188.522	70905.000
25	19.729	113.862	52	169	2246.399	134016.000
26	8.012	104.893	58	171	840.438	50139.000
27	27.138	110.309	58	169	2993.573	178591.000
28	25.847	116.573	56	188	3013.084	179755.000
29	108.166	114.116	52	214	12343.494	736390.000
30	18.522	104.085	55	168	1927.884	115014.000
31	12.018	96.529	52	159	1160.127	69211.000
32	9.823	98.602	52	147	968.535	57781.000
33	18.841	110.554	55	202	2082.918	124263.000
34	12.706	118.472	81	171	1505.276	89802.000
35	8.616	99.747	52	147	859.396	51270.000
36	8.515	104.894	59	151	893.189	53286.000
37	30.692	117.561	52	193	3608.141	215255.000
38	9.035	97.182	57	142	878.019	52381.000
39	24.456	127.262	56	286	3112.316	185675.000
40	21.372	103.602	52	170	2214.149	132092.000
41	9.404	88.585	54	133	833.013	49696.000
42	16.377	101.417	64	155	1660.863	99084.000
43	16.645	106.127	68	152	1766.465	105384.000
44	6.135	88.973	57	122	545.843	32564.000
45	7.292	99.655	68	137	726.640	43350.000
