 	Area	Mean
1	6.30	188.44
2	10.11	193.00
3	70.24	228.08
4	30.29	201.35
5	28.96	227.91
6	10.11	175.51
7	16.04	201.92
8	72.21	216.36
9	10.66	184.38
10	13.10	189.59
11	11.68	193.63
12	19.21	179.39
13	20.46	182.33
14	10.66	167.91
15	24.09	185.89
16	23.12	214.63
17	25.65	263.44
18	6.21	169.73
19	14.89	193.52
20	5.29	177.17
21	33.56	222.62
22	22.57	208.21
23	69.50	204.79
24	13.93	189.54
25	16.18	186.38
26	17.24	176.15
27	5.52	195.58
28	21.01	212.21
29	193.48	215.41
30	16.55	183.82
31	17.97	226.88
32	28.78	169.80
33	96.95	209.64
34	21.65	193.54
35	21.05	211.29
36	7.12	172.54
37	41.42	208.45
38	10.43	177.91
39	5.93	180.66
40	47.02	209.86
41	23.54	177.12
42	135.47	218.99
43	107.38	216.39
44	22.71	194.01
45	11.58	187.81
46	8.55	175.19
47	23.77	198.26
48	31.35	198.21
49	148.15	203.38
50	50.93	179.26
51	20.18	195.43
52	33.05	217.44
53	25.83	182.80
54	53.18	230.87
55	22.71	203.52
56	21.97	189.05
57	15.03	180.71
58	98.19	202.26
59	16.46	168.54
60	30.84	186.06
61	110.41	204.02
62	30.43	205.24
63	12.00	163.75
64	14.89	183.28
65	26.16	187.89
66	28.59	188.29
67	55.39	199.64
68	10.53	188.18
69	15.26	146.60
70	369.03	214.39
71	11.03	172.05
72	5.84	166.55
73	40.41	194.05
74	28.96	198.21
75	15.31	160.56
76	22.39	179.76
77	52.95	198.24
78	35.30	200.07
79	26.75	181.34
80	17.84	182.20
81	21.01	182.56
82	19.63	151.49
83	17.33	194.80
84	32.45	194.00
85	172.19	195.21
86	31.90	208.29
87	83.20	156.45
88	17.24	184.35
89	17.74	173.95
90	29.42	180.86
91	23.67	179.08
92	34.29	185.36
93	29.37	171.29
94	29.92	174.00
95	340.43	179.55
96	49.37	194.60
97	10.16	155.95
98	30.02	150.89
99	38.15	198.11
100	23.72	143.23
101	22.39	170.84
102	14.76	192.61
103	143.56	194.83
104	40.45	175.28
105	32.77	239.66
106	50.75	181.98
107	18.71	172.97
108	15.58	162.40
109	39.67	163.06
110	16.73	177.96
111	14.71	137.58
112	31.49	168.87
113	26.89	144.33
114	8.23	151.39
115	9.65	149.16
116	38.84	193.59
117	13.61	114.18
118	18.25	136.56
119	140.52	175.77
120	5.52	148.15
121	32.13	221.52
122	17.47	147.55
123	38.29	156.65
124	8.64	128.24
125	6.30	163.53
126	13.97	205.89
