 	Area	Mean	Min	Max	IntDen	RawIntDen
1	28.060	175.258	91	301	4917.719	293382.000
2	33.089	192.084	107	314	6355.762	379173.000
3	15.773	203.328	104	333	3207.139	191332.000
4	36.642	164.930	89	265	6043.382	360537.000
5	10.678	159.763	95	239	1705.869	101769.000
6	14.315	145.624	86	229	2084.594	124363.000
7	28.965	166.431	98	272	4820.683	287593.000
8	28.362	154.173	93	232	4372.580	260860.000
9	12.655	162.767	104	219	2059.886	122889.000
10	30.356	172.385	89	285	5232.965	312189.000
11	61.433	183.806	90	329	11291.802	673648.000
12	18.388	177.558	79	295	3264.952	194781.000
13	21.824	177.473	93	292	3873.235	231070.000
14	60.830	177.254	89	319	10782.366	643256.000
15	18.606	157.194	82	232	2924.747	174485.000
16	20.299	159.942	87	269	3246.665	193690.000
17	25.847	202.093	99	343	5223.545	311627.000
18	24.992	174.125	86	296	4351.795	259620.000
19	18.824	179.962	109	273	3387.584	202097.000
20	23.199	175.679	101	259	4075.554	243140.000
21	10.543	170.426	80	270	1796.871	107198.000
22	20.031	168.095	85	269	3367.084	200874.000
23	10.862	182.306	122	231	1980.182	118134.000
24	39.039	187.349	88	334	7313.921	436335.000
25	20.383	170.225	88	283	3469.652	206993.000
26	27.993	165.096	99	278	4621.515	275711.000
27	24.691	161.797	96	256	3994.878	238327.000
28	37.648	173.698	94	279	6539.358	390126.000
29	10.795	154.983	89	238	1673.015	99809.000
30	9.052	157.057	111	201	1421.616	84811.000
31	28.261	158.079	85	266	4467.470	266521.000
32	14.483	169.258	99	248	2451.283	146239.000
33	20.752	162.811	99	278	3378.583	201560.000
34	9.152	160.328	98	223	1467.344	87539.000
35	13.343	154.415	111	207	2060.305	122914.000
36	14.767	139.026	94	215	2053.064	122482.000
37	9.404	168.262	96	247	1582.265	94395.000
38	13.829	158.075	114	224	2185.988	130412.000
39	12.337	163.856	117	223	2021.484	120598.000
