 	Area	Mean	Min	Max	IntDen	RawIntDen
1	11.046	299.302	193	448	3306.170	197240.000
2	8.247	259.661	171	358	2141.417	127753.000
3	348.318	292.033	167	646	101720.155	6068436.000
4	13.946	275.552	171	422	3842.878	229259.000
5	38.000	279.586	174	444	10624.215	633821.000
6	9.806	246.157	182	340	2413.786	144002.000
7	10.912	245.171	171	314	2675.343	159606.000
8	138.003	259.766	128	458	35848.414	2138650.000
9	24.758	271.116	177	442	6712.210	400438.000
10	14.231	249.225	168	379	3546.741	211592.000
11	11.046	253.818	168	339	2803.741	167266.000
12	89.946	263.168	165	462	23670.849	1412159.000
13	35.653	241.802	166	371	8621.002	514313.000
14	12.756	339.775	172	434	4334.177	258569.000
15	13.711	241.287	178	304	3308.400	197373.000
16	9.990	231.554	179	273	2313.280	138006.000
17	6.621	232.759	173	315	1541.114	91940.000
18	46.163	253.781	176	415	11715.282	698912.000
19	54.008	260.401	165	406	14063.678	839013.000
20	5.045	257.017	195	322	1296.755	77362.000
21	42.190	244.630	167	351	10321.038	615734.000
22	30.038	250.597	177	344	7527.388	449070.000
23	5.079	235.677	180	285	1196.987	71410.000
