 	Area	Mean	Min	Max	IntDen	RawIntDen
1	9.437	254.931	163	367	2405.807	143526.000
2	9.085	240.194	158	352	2182.183	130185.000
3	21.372	247.178	155	363	5282.631	315152.000
4	193.637	262.666	157	434	50861.687	3034314.000
5	12.086	232.924	152	307	2815.005	167938.000
6	7.727	248.542	183	316	1920.576	114578.000
7	29.602	251.890	157	368	7456.433	444837.000
8	11.767	246.754	171	345	2903.560	173221.000
9	13.846	235.724	161	341	3263.729	194708.000
10	19.142	241.984	162	358	4632.159	276346.000
11	20.115	256.062	153	405	5150.596	307275.000
12	7.811	217.345	164	268	1697.723	101283.000
13	10.493	256.185	176	324	2688.183	160372.000
14	12.655	265.230	169	363	3356.608	200249.000
15	19.897	245.072	156	347	4876.115	290900.000
16	5.247	222.546	157	280	1167.602	69657.000
17	17.299	239.232	165	383	4138.362	246887.000
18	8.800	239.114	167	326	2104.239	125535.000
19	12.136	239.376	179	296	2905.018	173308.000
20	6.671	230.864	171	300	1540.175	91884.000
21	5.330	212.553	151	269	1132.989	67592.000
22	17.416	232.217	155	338	4044.259	241273.000
23	6.487	237.209	164	308	1538.767	91800.000
24	20.064	245.632	161	348	4928.430	294021.000
25	21.841	254.852	168	382	5566.247	332072.000
26	21.623	258.357	172	377	5586.496	333280.000
27	10.560	261.800	152	345	2764.652	164934.000
28	23.165	253.794	156	412	5879.214	350743.000
29	8.917	236.380	156	311	2107.910	125754.000
30	50.739	237.238	151	425	12037.249	718120.000
31	8.163	225.458	153	311	1840.453	109798.000
32	20.534	247.821	167	328	5088.676	303581.000
33	8.096	219.356	168	279	1775.935	105949.000
34	17.868	231.003	155	330	4127.668	246249.000
35	27.322	248.661	159	330	6793.992	405317.000
36	5.800	218.399	173	260	1266.650	75566.000
37	8.247	232.610	183	294	1918.330	114444.000
38	7.292	228.480	163	303	1665.975	99389.000
39	14.835	242.419	160	334	3596.173	214541.000
40	7.727	234.798	169	309	1814.371	108242.000
41	10.175	232.633	162	333	2366.952	141208.000
42	5.230	213.606	175	264	1117.115	66645.000
