 	Area	Mean	Min	Max	IntDen	RawIntDen
1	25.294	186.830	102	301	4725.708	281927.000
2	19.930	189.516	98	308	3777.104	225335.000
3	24.774	173.468	91	285	4297.569	256385.000
4	14.650	182.738	99	298	2677.136	159713.000
5	13.494	197.533	113	313	2665.420	159014.000
6	20.249	159.047	122	235	3220.499	192129.000
7	66.998	174.362	86	298	11681.958	696924.000
8	24.724	179.736	117	309	4443.836	265111.000
9	7.996	180.078	117	253	1439.820	85897.000
10	18.271	211.122	114	271	3857.361	230123.000
11	22.579	189.481	103	304	4278.225	255231.000
12	17.701	175.987	97	270	3115.115	185842.000
13	26.836	175.403	95	298	4707.153	280820.000
14	22.780	191.004	97	307	4351.040	259575.000
15	9.487	184.196	122	243	1747.540	104255.000
16	91.069	176.662	85	339	16088.381	959803.000
17	97.170	194.558	93	321	18905.247	1127852.000
18	21.288	172.781	107	262	3678.156	219432.000
19	50.890	183.997	96	322	9363.583	558614.000
20	8.750	186.343	101	284	1630.473	97271.000
21	11.382	194.570	97	319	2214.501	132113.000
22	77.123	189.240	94	321	14594.704	870693.000
23	15.354	170.729	96	283	2621.402	156388.000
24	12.370	174.717	98	275	2161.331	128941.000
25	14.684	195.361	108	256	2868.611	171136.000
26	13.779	178.063	94	293	2453.445	146368.000
27	12.991	180.095	102	269	2339.563	139574.000
28	8.431	175.406	95	263	1478.909	88229.000
29	10.325	164.755	106	240	1701.176	101489.000
30	7.292	167.347	107	242	1220.219	72796.000
31	16.058	159.610	96	216	2563.036	152906.000
32	22.931	160.567	93	242	3681.894	219655.000
33	22.579	196.829	120	289	4444.137	265129.000
34	9.772	161.724	105	230	1580.421	94285.000
35	6.018	153.585	99	207	924.216	55137.000
36	5.180	159.783	123	209	827.599	49373.000
