 	Area	Mean	Min	Max	IntDen	RawIntDen
1	22.813	263.294	174	413	6006.606	358343.000
2	15.790	250.925	171	390	3962.091	236371.000
3	14.667	261.673	173	359	3837.933	228964.000
4	74.692	240.935	134	414	17995.966	1073606.000
5	99.199	249.445	157	415	24744.600	1476217.000
6	24.473	262.133	172	410	6415.117	382714.000
7	5.515	208.954	154	252	1152.332	68746.000
8	13.527	270.757	159	437	3662.551	218501.000
9	15.421	238.859	161	365	3683.487	219750.000
10	6.588	243.127	171	337	1601.609	95549.000
11	12.354	252.322	168	359	3117.110	185961.000
12	6.118	227.934	173	284	1394.545	83196.000
13	36.659	256.092	164	377	9388.056	560074.000
14	53.287	228.701	134	385	12186.751	727039.000
15	8.364	264.770	173	387	2214.618	132120.000
16	9.722	225.412	167	290	2191.469	130739.000
17	6.789	239.523	162	328	1626.048	97007.000
18	12.236	225.136	160	313	2754.846	164349.000
