 	Area	Mean	Min	Max	IntDen	RawIntDen
1	33.273	260.116	173	432	8654.811	516330.000
2	167.655	268.189	141	555	44963.247	2682424.000
3	9.789	267.510	151	407	2618.687	156226.000
4	21.003	298.115	154	447	6261.307	373538.000
5	30.725	274.278	151	386	8427.198	502751.000
6	17.181	231.544	150	376	3978.216	237333.000
7	31.563	270.580	141	422	8540.359	509502.000
8	19.511	254.971	147	417	4974.777	296786.000
9	54.360	277.219	149	479	15069.526	899020.000
10	13.527	230.270	154	325	3114.880	185828.000
11	29.904	250.123	155	391	7479.599	446219.000
12	52.818	250.818	149	447	13247.579	790326.000
13	48.577	268.653	156	445	13050.305	778557.000
14	12.857	221.360	145	362	2845.931	169783.000
15	12.052	270.348	157	427	3258.231	194380.000
16	21.724	243.103	147	379	5281.106	315061.000
17	8.985	237.953	154	340	2137.897	127543.000
18	15.036	264.808	170	431	3981.568	237533.000
19	38.871	232.065	150	377	9020.696	538158.000
20	19.092	264.840	175	369	5056.359	301653.000
21	20.299	246.051	158	374	4994.590	297968.000
22	15.086	274.937	160	392	4147.682	247443.000
23	106.876	251.986	159	423	26931.158	1606663.000
24	13.276	233.556	155	338	3100.599	184976.000
25	9.806	226.200	176	289	2218.088	132327.000
26	21.171	245.032	157	366	5187.489	309476.000
27	9.437	258.822	149	383	2442.533	145717.000
28	10.745	247.803	162	346	2662.537	158842.000
29	11.314	241.502	183	285	2732.468	163014.000
30	5.314	233.839	168	310	1242.529	74127.000
31	7.191	203.823	153	250	1465.684	87440.000
