 	Area	Mean	IntDen	RawIntDen
1	13.963	1608.151	22454.435	1339590.000
2	5.180	1505.767	7799.136	465282.000
3	9.085	1591.742	14461.126	862724.000
4	10.057	1549.043	15579.196	929426.000
5	6.688	1542.296	10315.037	615376.000
6	9.923	1592.865	15806.324	942976.000
7	7.292	1526.628	11131.472	664083.000
8	6.588	1550.303	10212.670	609269.000
9	6.152	1534.229	9438.141	563062.000
10	8.415	1507.823	12687.739	756927.000
11	9.756	1586.208	15474.383	923173.000
12	8.314	1593.042	13244.612	790149.000
13	5.766	1563.802	9017.176	537948.000
14	10.711	1603.959	17180.051	1024930.000
15	19.528	1541.358	30099.527	1795682.000
16	5.900	1505.801	8884.654	530042.000
17	10.225	1539.989	15746.265	939393.000
18	9.772	1561.123	15255.837	910135.000
19	10.795	1515.602	16360.682	976048.000
20	28.596	1581.537	45226.044	2698102.000
21	11.164	1546.500	17264.515	1029969.000
22	14.868	1547.999	23015.716	1373075.000
23	31.211	1611.801	50306.171	3001173.000
24	13.477	1596.489	21515.536	1283577.000
25	5.884	1539.365	9056.885	540317.000
26	5.733	1487.251	8525.910	508640.000
27	5.833	1505.629	8782.690	523959.000
28	7.577	1530.064	11592.532	691589.000
29	11.599	1551.205	17993.083	1073434.000
30	10.024	1569.855	15735.872	938773.000
31	13.577	1559.312	21171.341	1263043.000
32	14.013	1535.647	21519.290	1283801.000
33	11.113	1558.345	17318.389	1033183.000
34	15.287	1534.780	23462.328	1399719.000
35	5.280	1527.175	8063.609	481060.000
36	9.387	1534.177	14401.034	859139.000
37	6.168	1506.492	9292.763	554389.000
38	5.900	1526.057	9004.168	537172.000
39	7.426	1505.519	11179.445	666945.000
