 	Area	Mean	Min	Max	IntDen	RawIntDen
1	9.202	110.189	61	175	1014.011	60494.000
2	6.487	92.041	61	132	597.068	35620.000
3	6.269	88.944	61	121	557.594	33265.000
4	11.063	106.459	61	166	1177.760	70263.000
5	29.099	107.105	57	185	3116.674	185935.000
6	10.795	100.488	56	160	1084.747	64714.000
7	36.257	105.670	46	219	3831.245	228565.000
8	18.841	87.093	43	139	1640.899	97893.000
9	108.116	98.219	47	202	10619.086	633515.000
10	114.988	96.656	46	177	11114.375	663063.000
11	16.310	104.545	55	183	1705.081	101722.000
12	50.840	98.254	59	170	4995.177	298003.000
13	5.800	105.191	52	144	610.076	36396.000
14	10.208	92.846	48	156	947.783	56543.000
15	13.695	87.951	50	143	1204.462	71856.000
16	7.912	88.691	50	133	701.698	41862.000
17	62.573	93.216	43	183	5832.816	347975.000
18	8.750	86.697	56	140	758.589	45256.000
19	13.326	110.679	69	177	1474.903	87990.000
20	11.046	83.314	45	123	920.310	54904.000
21	6.805	99.330	56	145	675.985	40328.000
22	25.931	82.048	43	138	2127.589	126928.000
23	7.778	96.371	57	141	749.537	44716.000
24	12.337	79.914	44	122	985.901	58817.000
25	7.174	69.965	54	86	501.943	29945.000
26	16.477	84.060	46	136	1385.075	82631.000
27	5.364	79.009	47	118	423.798	25283.000
28	15.673	91.450	45	158	1433.266	85506.000
29	13.594	94.575	49	154	1285.658	76700.000
30	9.756	101.832	67	147	993.427	59266.000
31	6.403	83.406	51	129	534.059	31861.000
32	9.940	83.017	60	112	825.185	49229.000
33	7.040	79.424	53	118	559.152	33358.000
34	5.615	84.606	58	113	475.090	28343.000
35	8.331	83.080	48	126	692.127	41291.000
36	8.783	88.273	51	134	775.334	46255.000
