 	Area	Mean	IntDen	RawIntDen
1	8.616	1665.768	14351.854	856205
2	10.057	1685.847	16955.069	1011508
3	10.292	1616.104	16632.900	992288
4	9.856	1720.878	16961.237	1011876
5	15.119	1731.615	26181.118	1561917
6	7.644	1649.934	12611.354	752370
7	7.644	1578.691	12066.801	719883
8	10.024	1701.992	17060.386	1017791
9	12.605	1637.955	20646.669	1231742
10	12.756	1697.816	21657.360	1292038
11	5.347	1682.837	8998.352	536825
12	8.700	1611.994	14023.650	836625
13	10.527	1699.583	17890.901	1067338
14	9.370	1648.458	15446.138	921488
15	17.282	1600.530	27660.027	1650146
16	12.153	1651.040	20064.384	1197004
17	22.579	1682.598	37990.787	2266460
18	18.472	1643.072	30350.674	1810665
19	7.392	1600.873	11833.840	705985
20	11.985	1649.724	19771.868	1179553
21	6.973	1632.010	11380.105	678916
22	29.166	1666.575	48607.611	2899840
23	56.991	1687.546	96175.564	5737656
24	8.146	1651.331	13452.429	802547
25	6.956	1550.600	10786.440	643499
26	23.517	1595.502	37521.933	2238489
27	17.232	1599.883	27568.405	1644680
28	24.104	1616.357	38960.680	2324322
29	9.554	1621.498	15492.503	924254
30	9.672	1637.664	15839.111	944932
31	17.449	1652.033	28827.010	1719766
32	7.560	1580.129	11945.359	712638
33	6.973	1683.950	11742.285	700523
34	5.381	1606.305	8642.977	515624
35	14.985	1690.043	25325.929	1510898
36	8.046	1676.669	13490.211	804801
37	22.931	1650.934	37856.992	2258478
38	7.040	1552.357	10928.767	651990
39	13.544	1595.282	21606.236	1288988
40	5.934	1541.102	9144.602	545550
41	8.733	1603.896	14006.972	835630
42	5.582	1566.444	8743.584	521626.000
43	5.481	1555.000	8523.312	508485
44	6.353	1534.718	9749.850	581658
45	7.375	1639.784	12093.989	721505
46	8.213	1627.598	13368.216	797523
