 	Area	Mean
1	44.45	19535.14
2	10.99	17083.30
3	13.24	18670.14
4	68.58	19277.56
5	6.44	17653.96
6	333.08	18583.70
7	15.08	18747.05
8	26.48	17351.98
9	52.45	18440.83
10	365.85	17746.52
11	27.35	18320.06
12	8.60	17119.74
13	11.45	17721.03
14	15.22	18459.52
15	10.30	18272.35
16	10.57	17548.94
17	16.27	17168.32
18	14.25	18087.59
19	11.40	17663.26
20	14.48	18738.86
21	8.37	17716.31
22	10.94	16889.72
23	28.32	18166.03
24	21.24	18227.52
25	72.77	18250.94
26	13.10	16395.89
27	15.03	16911.41
28	27.21	17200.77
29	19.26	18994.19
30	7.17	16744.01
31	112.39	18704.17
32	14.57	17694.30
33	65.96	18369.63
34	16.04	17854.54
35	10.53	17366.67
36	20.00	17462.22
37	19.49	17611.83
38	8.92	16207.41
39	27.12	16903.17
40	35.90	16467.44
41	23.86	18366.50
42	121.26	16562.62
43	46.34	16917.49
44	15.81	16468.94
45	6.11	16621.17
46	74.70	18840.39
47	32.96	17686.76
48	22.43	17623.22
49	31.58	18840.55
50	16.73	17587.06
51	23.58	15469.44
52	22.48	16232.69
53	344.07	17276.55
54	32.18	17339.65
55	5.47	14982.12
56	123.56	17257.33
57	43.39	17068.07
58	28.27	18058.06
59	35.53	19014.42
60	20.64	17185.29
61	16.55	17420.50
62	27.99	16250.25
63	54.79	17800.23
64	21.33	15785.73
65	163.32	17157.58
66	16.23	15645.33
67	62.15	16700.60
68	14.80	16628.65
69	24.36	16311.22
70	14.53	15825.97
71	30.71	15839.28
72	12.09	16148.55
73	27.67	15563.62
74	15.67	14064.08
75	26.11	15544.86
76	10.80	16104.09
77	21.65	16712.91
78	5.15	14499.81
79	22.85	16973.11
80	32.04	14917.85
81	24.18	17548.22
82	996.25	17012.03
83	8.64	14833.10
84	32.04	15689.94
85	16.96	16220.03
86	19.31	15739.41
87	57.41	15783.07
88	27.63	16426.43
89	18.25	15576.90
90	9.79	14619.57
91	31.99	16708.56
92	107.98	15327.79
93	18.11	14600.85
94	27.35	14789.92
95	12.27	15734.74
96	57.37	17026.44
97	12.23	14866.95
98	29.33	17138.02
99	118.60	16244.29
100	13.38	15153.45
101	6.99	14483.82
102	5.79	15815.82
103	40.27	15116.79
104	14.66	15406.58
105	15.67	15483.93
106	16.87	16827.81
