 	Area	Mean	IntDen	RawIntDen
1	22.294	1655.189	36900.274	2201402.000
2	25.361	1528.010	38752.108	2311879.000
3	14.281	1487.002	21236.429	1266926.000
4	7.744	1536.773	11900.956	709989.000
5	6.638	1597.533	10604.134	632623.000
6	7.442	1547.387	11516.281	687040.000
7	39.911	1628.430	64991.827	3877292.000
8	10.912	1606.469	17530.062	1045811.000
9	7.342	1589.048	11666.520	696003.000
10	5.649	1534.012	8665.405	516962.000
11	24.892	1536.910	38256.501	2282312.000
12	18.824	1593.888	30003.211	1789936.000
13	10.745	1543.176	16580.736	989176.000
14	32.016	1597.257	51137.374	3050761.000
15	15.304	1624.143	24855.666	1482843.000
16	11.398	1604.718	18291.014	1091208.000
17	11.465	1554.358	17821.220	1063181.000
18	12.739	1489.096	18969.965	1131713.000
19	20.919	1610.332	33686.832	2009694.000
20	51.208	1646.961	84338.288	5031466.000
21	9.772	1563.774	15281.735	911680.000
22	6.185	1502.645	9294.221	554476.000
23	14.483	1567.608	22702.901	1354413.000
24	8.683	1570.122	13633.058	813323.000
25	7.996	1513.635	12102.354	722004.000
26	6.856	1538.347	10546.489	629184.000
27	9.689	1649.886	15984.975	953634.000
28	11.868	1557.045	18478.415	1102388.000
29	9.219	1626.969	14999.343	894833.000
30	7.325	1526.076	11178.607	666895.000
31	7.442	1583.968	11788.532	703282.000
32	10.728	1620.444	17383.778	1037084.000
