 	Area	Mean	Min	Max	IntDen	RawIntDen
1	21.556	258.822	182	377	5579.204	332845.000
2	12.387	272.793	173	379	3379.153	201594.000
3	9.705	263.829	191	371	2560.539	152757.000
4	9.471	299.223	199	384	2833.829	169061.000
5	46.096	279.586	180	419	12887.779	768861.000
6	8.968	263.837	171	349	2366.031	141153.000
7	9.806	261.368	176	332	2562.936	152900.000
8	15.773	258.988	192	348	4085.075	243708.000
9	12.203	262.047	180	364	3197.719	190770.000
10	12.639	269.386	178	376	3404.682	203117.000
11	12.303	295.583	183	439	3636.687	216958.000
12	7.644	252.564	173	366	1930.482	115169.000
13	17.936	264.833	177	375	4749.913	283371.000
14	20.131	291.355	173	433	5865.368	349917.000
15	29.032	274.211	179	429	7960.924	474934.000
16	12.354	249.190	167	348	3078.423	183653.000
17	5.917	247.935	180	314	1467.042	87521.000
18	8.834	263.218	170	380	2325.181	138716.000
19	138.070	289.101	161	499	39916.174	2381325.000
20	20.232	259.197	162	373	5244.062	312851.000
21	73.402	286.428	170	419	21024.236	1254267.000
22	11.700	271.532	190	386	3176.917	189529.000
23	7.660	277.092	194	382	2122.610	126631.000
24	15.304	290.912	174	435	4452.083	265603.000
25	9.085	259.386	190	342	2356.543	140587.000
26	10.661	261.214	170	348	2784.733	166132.000
27	10.108	279.980	189	383	2829.924	168828.000
28	5.934	226.133	175	275	1341.828	80051.000
29	90.348	262.840	165	409	23747.083	1416707.000
30	10.175	260.239	189	346	2647.836	157965.000
31	6.537	264.882	212	342	1731.599	103304.000
32	237.671	290.470	172	504	69036.237	4118574.000
33	7.375	270.395	212	338	1994.262	118974.000
34	11.482	262.561	198	346	3014.743	179854.000
35	9.554	260.665	194	342	2490.506	148579.000
36	12.119	300.362	183	445	3640.106	217162.000
37	9.705	266.005	181	351	2581.659	154017.000
38	12.169	263.006	200	351	3200.602	190942.000
39	12.337	290.586	181	419	3584.942	213871.000
40	8.783	276.248	175	398	2426.391	144754.000
41	12.924	246.827	174	338	3189.908	190304.000
42	7.711	244.504	182	327	1885.275	112472.000
43	7.610	271.258	200	360	2064.278	123151.000
44	11.801	267.854	198	339	3160.826	188569.000
45	6.805	255.330	197	322	1737.634	103664.000
46	7.476	266.610	191	347	1993.156	118908.000
47	8.783	232.002	196	296	2037.760	121569.000
48	8.213	247.578	181	335	2033.469	121313.000
49	7.476	269.641	200	352	2015.819	120260.000
