 	Area	Mean	Min	Max	IntDen	RawIntDen
1	27.926	709.486	527	1088	19812.952	1182004
2	9.789	757.197	558	1151	7412.282	442203
3	12.488	798.415	558	1036	9970.457	594819
4	226.842	777.612	533	1474	176395.403	10523423
5	21.372	708.594	530	1058	15143.900	903457
6	14.818	778.252	544	1120	11531.954	687975
7	9.990	700.757	551	988	7000.737	417651
8	32.871	679.546	427	1150	22337.083	1332589
9	10.225	809.692	559	1148	8279.037	493912
10	10.812	759.144	558	980	8207.563	489648
11	5.129	691.085	558	919	3544.730	211472
12	8.180	977.697	554	1623	7997.499	477116
13	13.175	688.551	546	1004	9071.703	541201
14	18.841	714.090	538	1126	13453.938	802637
15	12.136	771.412	558	1076	9361.705	558502
16	8.817	701.795	546	964	6187.654	369144
17	13.711	707.801	558	890	9704.978	578981
18	233.966	819.442	522	1855	191721.910	11437774
19	18.405	691.004	469	1145	12717.827	758722
20	14.432	630.276	480	856	9096.293	542668
21	27.339	708.485	548	1233	19369.341	1155539
22	27.071	750.985	538	1124	20329.830	1212840
23	9.789	699.288	558	897	6845.402	408384
24	17.936	780.200	453	1311	13993.294	834814
25	9.085	753.928	558	1006	6849.509	408629
26	27.222	762.485	522	1156	20756.193	1238276
27	12.320	853.844	556	1292	10519.519	627575
28	18.438	796.777	558	1161	14691.288	876455
29	11.935	694.770	555	996	8291.843	494676
30	14.767	693.854	543	962	10246.463	611285
31	7.996	713.463	550	1015	5704.535	340322
32	9.052	690.831	558	921	6253.111	373049
33	8.666	650.739	558	801	5639.330	336432
34	11.985	715.503	532	1081	8575.275	511585
35	6.085	681.650	558	841	4147.615	247439
36	7.124	678.407	558	894	4832.919	288323
37	15.404	655.641	545	955	10099.777	602534
38	31.798	724.757	542	1004	23045.704	1374864
39	17.332	716.257	553	995	12414.231	740610
40	8.264	718.828	559	920	5940.211	354382
41	12.303	693.104	534	883	8527.553	508738
42	8.515	719.622	558	985	6127.713	365568
43	7.895	604.614	556	692	4773.413	284773
44	9.655	693.517	559	851	6695.917	399466
45	5.532	665.852	553	828	3683.168	219731
46	8.314	680.889	561	866	5660.937	337721
