 	Area	Mean
1	13.70	546.53
2	69.04	497.10
3	9.33	526.33
4	14.25	464.70
5	10.20	511.55
6	16.09	480.94
7	13.79	500.82
8	1057.66	464.30
9	7.08	492.23
10	14.39	434.33
11	19.90	531.92
12	6.90	450.90
13	7.40	477.06
14	5.79	439.70
15	5.61	509.28
16	6.07	423.52
17	24.82	603.41
18	19.77	495.95
19	74.10	485.08
20	7.40	481.25
21	12.18	506.70
22	6.90	445.05
23	12.55	459.67
24	24.59	462.62
25	144.48	477.72
26	26.71	498.72
27	22.57	480.68
28	87.84	513.58
29	10.76	432.47
30	5.98	421.42
31	19.77	478.92
32	5.06	411.14
33	11.91	490.24
34	19.67	457.98
35	17.56	438.13
36	17.97	467.78
37	20.59	461.57
38	7.95	424.06
39	27.12	446.99
40	26.43	461.93
41	31.07	517.43
42	36.64	622.41
43	5.10	412.66
44	75.52	495.55
45	17.15	471.86
46	32.64	454.74
47	38.52	472.81
48	5.19	429.08
49	7.40	465.42
50	64.17	459.90
51	55.21	518.99
52	35.72	452.12
53	20.13	387.47
54	17.42	494.35
55	338.78	473.41
56	28.45	478.03
57	6.16	355.04
58	18.85	422.90
59	609.11	434.51
60	36.18	437.23
61	15.81	441.89
62	6.48	469.44
63	95.80	446.31
64	11.03	404.11
65	15.12	382.84
66	201.70	452.07
67	16.69	417.95
68	67.80	420.40
69	22.29	433.07
70	47.81	413.26
71	29.28	409.84
72	48.68	427.54
73	33.97	431.23
74	20.50	387.82
75	60.45	450.54
76	11.58	406.53
77	30.25	436.40
78	6.99	347.77
79	5.10	406.23
80	11.22	390.88
81	38.84	411.53
82	29.65	404.84
83	15.22	404.08
84	29.51	403.43
85	18.11	395.99
86	17.65	417.93
87	17.19	406.78
88	59.34	403.70
89	17.74	390.51
90	59.85	444.35
91	13.38	409.18
92	21.93	430.17
93	30.84	418.05
94	7.58	349.58
95	31.30	414.78
96	43.58	412.25
97	16.04	426.21
98	8.64	400.93
99	5.15	400.95
