 	Area	Mean	IntDen	RawIntDen
1	771.998	756.611	584102.481	34846472.000
2	9.001	757.050	6814.425	406536.000
3	13.393	789.194	10569.654	630566.000
4	36.977	747.455	27638.907	1648886.000
5	8.197	750.254	6149.604	366874.000
6	7.627	755.009	5758.291	343529.000
7	8.398	792.297	6653.592	396941.000
8	9.102	727.331	6620.068	394941.000
9	5.699	733.156	4178.356	249273.000
10	5.280	737.340	3893.215	232262.000
11	10.393	731.468	7601.812	453510.000
12	9.353	748.120	6997.385	417451.000
13	9.655	785.795	7586.860	452618.000
14	10.694	764.630	8177.156	487834.000
15	5.163	715.698	3694.969	220435.000
16	7.107	701.158	4983.242	297291.000
17	10.309	717.060	7391.983	440992.000
18	5.548	722.199	4006.963	239048.000
19	6.236	727.694	4537.553	270702.000
20	8.951	716.487	6413.273	382604.000
21	14.399	743.644	10707.506	638790.000
22	8.901	731.162	6507.862	388247.000
23	22.109	755.193	16696.797	996100.000
24	12.320	714.943	8808.235	525483.000
25	23.434	768.358	18005.336	1074165.000
26	86.124	766.824	66041.960	3939941.000
27	7.258	697.473	5062.276	302006.000
28	10.057	732.748	7369.471	439649.000
29	10.443	765.006	7988.833	476599.000
30	8.733	746.372	6518.137	388860.000
31	5.381	701.184	3772.829	225080.000
32	10.946	698.881	7649.735	456369.000
33	8.213	764.794	6281.606	374749.000
34	12.035	786.458	9465.212	564677.000
35	9.420	776.105	7311.172	436171.000
36	5.180	737.288	3818.791	227822.000
37	9.420	742.705	6996.530	417400.000
38	11.784	750.916	8848.649	527894.000
39	10.175	748.717	7617.920	454471.000
40	26.065	750.911	19572.633	1167667.000
41	13.276	756.644	10044.931	599262.000
42	9.085	725.697	6593.031	393328.000
43	9.420	796.459	7502.915	447610.000
44	5.330	754.327	4020.842	239876.000
45	6.353	739.522	4698.084	280279.000
46	8.448	745.167	6295.268	375564.000
