 	Area	Mean	Min	Max	IntDen	RawIntDen
1	20.014	582.563	431	865	11659.430	695580.000
2	24.188	590.613	432	861	14285.626	852254.000
3	71.859	604.240	421	976	43420.373	2590379.000
4	11.935	648.079	434	853	7734.602	461432.000
5	21.774	685.329	432	1078	14922.388	890242.000
6	7.577	577.681	432	768	4376.804	261112.000
7	15.924	737.284	429	1120	11740.559	700420.000
8	9.638	602.633	423	852	5808.327	346514.000
9	21.321	577.162	419	856	12305.947	734150.000
10	10.124	642.902	433	893	6508.968	388313.000
11	11.834	677.147	432	1011	8013.423	478066.000
12	14.801	544.507	364	832	8059.251	480800.000
13	118.274	607.008	402	1048	71793.228	4283051.000
14	18.137	654.881	433	1029	11877.355	708581.000
15	73.100	603.578	416	926	44121.450	2632204.000
16	63.529	586.384	425	891	37252.196	2222397.000
17	12.337	629.840	432	953	7770.305	463562.000
18	10.543	632.728	434	915	6671.109	397986.000
19	14.332	643.800	432	997	9226.720	550449.000
20	9.320	529.347	432	670	4933.392	294317.000
21	101.964	582.602	403	953	59404.610	3543969.000
22	12.002	487.719	397	617	5853.467	349207.000
23	40.196	593.119	420	984	23840.834	1422300.000
24	7.778	531.556	430	665	4134.255	246642.000
25	8.247	567.884	427	794	4683.333	279399.000
26	35.687	586.277	421	948	20922.255	1248183.000
27	29.166	650.289	424	1051	18966.445	1131503.000
28	7.526	502.187	426	629	3779.568	225482.000
29	11.566	605.774	432	817	7006.319	417984.000
30	11.516	565.415	423	752	6511.097	388440.000
31	8.012	556.483	432	715	4458.720	265999.000
