 	Area	Mean	Min	Max	IntDen	RawIntDen
1	9.923	805.823	572	1117	7996.343	477047.000
2	14.801	698.530	538	998	10338.940	616802.000
3	19.830	753.020	561	1135	14932.126	890823.000
4	6.168	742.304	572	992	4578.888	273168.000
5	40.581	726.580	529	1014	29485.495	1759050.000
6	5.146	701.062	573	966	3607.655	215226.000
7	7.677	747.432	572	1041	5738.093	342324.000
8	138.875	789.023	550	1284	109575.293	6537059.000
9	10.996	806.977	572	1191	8873.507	529377.000
10	9.370	718.943	567	1005	6736.532	401889.000
11	18.539	786.533	572	1147	14581.512	869906.000
12	7.174	698.790	572	858	5013.263	299082.000
13	21.405	745.359	501	1029	15954.619	951823.000
14	14.985	625.781	520	777	9377.562	559448.000
15	6.286	674.288	572	909	4238.449	252858.000
16	10.510	744.472	548	1066	7824.313	466784.000
17	57.578	791.569	550	1472	45576.977	2719038.000
18	12.505	792.800	570	1157	9913.633	591429.000
19	11.817	810.550	572	1175	9578.541	571438.000
20	200.325	802.077	526	1774	160675.790	9585620.000
21	54.511	719.110	504	1141	39199.122	2338547.000
22	9.504	755.432	573	1017	7179.740	428330.000
23	11.013	824.877	564	1143	9084.157	541944.000
24	8.867	721.681	572	914	6399.277	381769.000
25	7.711	688.267	574	857	5306.953	316603.000
26	9.839	748.886	572	967	7368.583	439596.000
27	15.639	709.507	543	1013	11096.054	661970.000
28	7.895	760.456	572	1053	6003.790	358175.000
29	8.549	658.037	568	834	5625.367	335599.000
30	28.026	701.861	558	947	19670.591	1173511.000
31	6.336	624.749	543	739	3958.470	236155.000
32	5.129	708.536	574	902	3634.240	216812.000
33	17.215	741.955	572	1074	12772.572	761988.000
34	14.415	662.992	559	920	9557.337	570173.000
35	5.330	637.035	574	740	3395.630	202577.000
