 	Area	Mean	IntDen	RawIntDen
1	10.845	714.932	7753.526	462561.000
2	10.225	741.777	7584.614	452484.000
3	10.309	728.836	7513.374	448234.000
4	42.257	728.790	30796.799	1837280.000
5	5.582	702.700	3922.331	233999.000
6	26.501	696.144	18448.494	1100603.000
7	38.134	746.858	28480.653	1699103.000
8	9.437	715.279	6750.159	402702.000
9	7.174	666.888	4784.393	285428.000
10	9.638	702.433	6770.224	403899.000
11	7.275	670.260	4875.998	290893.000
12	6.487	670.899	4352.096	259638.000
13	6.940	660.739	4585.225	273546.000
14	6.370	743.442	4735.447	282508.000
15	11.046	706.863	7808.204	465823.000
16	295.752	730.203	215958.684	12883695.000
17	15.019	713.433	10714.982	639236.000
18	20.349	731.571	14886.936	888127.000
19	7.694	691.534	5320.547	317414.000
20	18.958	693.722	13151.598	784600.000
21	5.180	716.706	3712.184	221462.000
22	17.617	734.069	12932.131	771507.000
23	10.879	672.609	7317.073	436523.000
24	11.113	716.973	7967.948	475353.000
25	9.253	669.690	6196.455	369669.000
26	203.577	713.819	145316.815	8669332.000
27	7.442	714.378	5316.692	317184.000
28	15.388	683.461	10516.870	627417.000
29	24.154	715.296	17277.456	1030741.000
30	11.633	668.546	7777.161	463971.000
31	6.336	685.354	4342.475	259064.000
32	6.168	709.965	4379.402	261267.000
33	27.909	722.058	20151.933	1202227.000
34	13.980	687.597	9612.367	573456.000
35	7.509	721.915	5421.187	323418.000
36	11.817	697.887	8247.155	492010.000
37	10.007	700.484	7009.755	418189.000
38	11.147	760.271	8474.618	505580.000
39	19.545	708.090	13839.401	825633.000
40	15.170	717.794	10888.773	649604.000
41	6.487	668.915	4339.223	258870.000
42	7.593	690.020	5239.502	312579.000
43	9.906	686.592	6801.686	405776.000
44	7.023	660.776	4640.858	276865.000
45	6.185	688.607	4259.200	254096.000
46	13.393	688.620	9222.663	550207.000
47	14.231	703.806	10015.916	597531.000
48	10.393	728.895	7575.076	451915.000
49	10.275	686.049	7049.297	420548.000
50	92.544	714.050	66080.966	3942268.000
51	7.241	681.116	4932.134	294242.000
52	5.682	704.617	4003.896	238865.000
53	6.370	665.950	4241.851	253061.000
54	7.811	710.586	5550.508	331133.000
55	11.415	702.388	8017.782	478326.000
56	5.146	695.694	3580.031	213578.000
57	6.034	715.492	4317.549	257577.000
58	5.900	703.952	4153.515	247791.000
59	7.040	709.457	4994.657	297972.000
60	7.308	702.966	5137.488	306493.000
