 	Area	Mean	Min	Max	IntDen	RawIntDen
1	35.821	707.628	492	1071	25347.753	1512200.000
2	20.483	702.090	498	1066	14381.171	857954.000
3	31.530	686.128	485	1095	21633.374	1290607.000
4	29.284	668.630	475	1024	19579.824	1168096.000
5	10.376	745.869	498	1109	7738.976	461693.000
6	13.158	734.013	499	984	9658.362	576200.000
7	16.393	711.902	491	1136	11670.493	696240.000
8	16.678	711.006	483	1125	11858.414	707451.000
9	15.572	650.602	487	948	10131.206	604409.000
10	6.001	612.087	500	762	3673.044	219127.000
11	10.393	685.863	498	1040	7127.861	425235.000
12	10.175	681.857	498	969	6937.644	413887.000
13	69.949	718.212	458	1243	50237.899	2997100.000
14	14.483	662.781	498	918	9598.739	572643.000
15	15.270	737.869	498	1118	11267.514	672199.000
16	17.399	684.987	498	925	11918.171	711016.000
17	51.946	693.505	464	1039	36024.803	2149173.000
18	13.745	732.900	500	1015	10073.695	600978.000
19	20.584	675.928	495	1014	13913.255	830039.000
20	12.689	653.976	498	789	8298.280	495060.000
21	11.499	686.462	486	980	7893.524	470913.000
22	17.181	815.338	498	1442	14008.497	835721.000
23	9.169	689.713	491	932	6323.914	377273.000
24	23.752	707.231	487	1047	16798.141	1002146.000
25	22.009	645.412	484	921	14204.699	847426.000
26	16.058	677.025	491	992	10871.776	648590.000
27	28.043	661.078	492	1006	18538.692	1105984.000
28	12.974	704.444	500	1022	9139.405	545240.000
29	31.295	682.009	493	1088	21343.438	1273310.000
30	97.338	748.220	480	1230	72830.220	4344916.000
31	9.152	665.242	498	867	6088.389	363222.000
32	35.435	715.645	487	1120	25359.034	1512873.000
33	12.940	701.453	493	1030	9077.084	541522.000
34	9.705	675.508	498	886	6556.003	391119.000
35	30.859	788.314	483	1503	24326.702	1451286.000
36	6.722	674.499	499	910	4533.731	270474.000
37	22.076	684.790	498	922	15117.281	901869.000
38	17.969	666.370	498	1020	11974.039	714349.000
39	18.723	664.832	496	911	12447.872	742617.000
40	46.515	714.686	485	1181	33243.640	1983254.000
41	12.421	676.673	498	958	8404.803	501415.000
42	23.249	626.012	416	964	14554.240	868279.000
43	11.918	682.902	488	951	8138.754	485543.000
44	11.532	574.943	498	734	6630.461	395561.000
45	12.002	653.849	498	826	7847.310	468156.000
46	28.010	714.105	484	1155	20001.778	1193269.000
47	7.644	629.945	499	787	4815.017	287255.000
48	7.040	642.967	499	829	4526.557	270046.000
49	6.034	599.878	499	738	3619.891	215956.000
50	9.236	696.975	498	972	6437.226	384033.000
51	10.594	679.343	498	892	7196.754	429345.000
52	9.957	671.753	498	885	6688.458	399021.000
53	6.252	586.086	494	724	3664.378	218610.000
54	23.819	735.449	496	1183	17517.691	1045073.000
55	6.655	607.798	498	763	4044.645	241296.000
56	13.225	647.352	499	862	8561.463	510761.000
57	14.399	585.559	480	747	8431.288	502995.000
58	12.035	717.538	498	957	8635.736	515192.000
59	8.130	621.021	494	789	5048.682	301195.000
