 	Area	Mean	Min	Max	IntDen	RawIntDen
1	11.231	671.416	482	919	7540.445	449849.000
2	10.057	659.332	475	878	6631.098	395599.000
3	15.958	574.746	462	743	9171.555	547158.000
4	26.333	640.392	474	1007	16863.682	1006056.000
5	18.807	660.719	483	966	12426.249	741327.000
6	25.546	680.342	476	1148	17379.705	1036841.000
7	18.874	639.555	473	881	12071.092	720139.000
8	59.338	672.875	463	1026	39927.137	2381979.000
9	42.408	785.636	465	1611	33317.461	1987658.000
10	8.700	612.817	483	873	5331.242	318052.000
11	17.718	670.472	483	896	11879.165	708689.000
12	22.394	597.103	453	801	13371.686	797730.000
13	12.588	761.192	483	1065	9582.178	571655.000
14	8.917	635.278	483	838	5665.077	337968.000
15	185.373	695.526	458	1400	128931.576	7691819.000
16	9.370	629.784	483	842	5901.105	352049.000
17	15.270	665.034	476	991	10155.294	605846.000
18	48.577	662.216	462	1019	32168.297	1919101.000
19	21.288	642.531	482	889	13678.165	816014.000
20	18.824	605.473	466	890	11397.370	679946.000
21	17.818	654.582	482	936	11663.470	695821.000
22	6.872	619.098	480	792	4254.742	253830.000
23	33.776	672.219	458	1109	22704.728	1354522.000
24	10.577	694.474	483	951	7345.401	438213.000
25	19.729	684.301	479	1081	13500.620	805422.000
26	8.012	640.824	483	821	5134.487	306314.000
27	27.138	670.550	468	1014	18197.364	1085621.000
28	25.847	656.101	471	977	16958.405	1011707.000
29	108.166	676.869	418	1107	73214.392	4367835.000
30	18.522	631.052	483	872	11688.462	697312.000
31	12.018	603.134	478	792	7248.750	432447.000
32	9.823	612.575	462	836	6017.099	358969.000
33	18.841	645.546	473	948	12162.530	725594.000
34	12.706	695.627	483	953	8838.441	527285.000
35	8.616	590.132	483	697	5084.435	303328.000
36	8.515	632.598	483	806	5386.691	321360.000
37	30.692	674.478	470	1031	20700.760	1234969.000
38	9.035	590.614	470	757	5336.086	318341.000
39	24.456	703.108	472	1420	17195.204	1025834.000
40	21.372	604.566	469	826	12920.649	770822.000
41	9.404	552.929	458	679	5199.508	310193.000
42	16.377	610.838	471	799	10003.479	596789.000
43	16.645	641.235	469	851	10673.245	636746.000
44	6.135	536.235	472	613	3289.777	196262.000
45	7.292	595.644	484	749	4343.162	259105.000
