 	Area	Mean	Min	Max	IntDen	RawIntDen
1	17.449	708.210	529	992	12357.859	737247.000
2	13.443	772.787	529	1280	10388.774	619775.000
3	22.093	756.113	511	1181	16704.458	996557.000
4	10.275	727.930	529	1066	7479.632	446221.000
5	13.611	651.027	524	859	8861.053	528634.000
6	25.797	658.381	446	1023	16984.252	1013249.000
7	15.706	737.491	529	1018	11583.145	691029.000
8	134.852	776.209	492	1401	104673.079	6244602.000
9	20.467	716.031	528	1148	14654.729	874274.000
10	20.148	725.890	520	1002	14625.328	872520.000
11	7.828	746.865	529	1053	5846.410	348786.000
12	14.516	740.309	522	1177	10746.361	641108.000
13	8.431	646.596	515	821	5451.695	325238.000
14	62.473	703.308	518	1140	43937.486	2621229.000
15	21.489	646.961	449	994	13902.611	829404.000
16	11.700	727.539	529	1081	8512.199	507822.000
17	8.565	710.597	529	950	6086.595	363115.000
18	18.774	749.366	529	1081	14068.322	839290.000
19	82.587	763.595	508	1356	63063.222	3762235.000
20	9.772	731.720	529	999	7150.624	426593.000
21	27.540	721.189	516	1022	19861.730	1184914.000
22	23.903	671.195	511	954	16043.475	957124.000
23	5.498	603.546	512	747	3318.289	197963.000
24	12.337	745.819	526	1064	9201.141	548923.000
25	8.348	653.986	527	841	5459.187	325685.000
26	5.565	625.608	514	766	3481.536	207702.000
27	11.314	670.113	529	885	7581.965	452326.000
28	8.565	656.781	524	894	5625.636	335615.000
29	7.694	632.732	528	797	4868.136	290424.000
30	10.376	666.688	529	874	6917.412	412680.000
31	9.890	754.020	524	1035	7457.020	444872.000
32	10.376	639.331	529	849	6633.562	395746.000
33	7.023	598.088	520	762	4200.583	250599.000
34	14.147	633.262	527	810	8958.927	534473.000
35	8.213	655.892	529	846	5387.143	321387.000
36	8.465	653.394	508	867	5530.913	329964.000
