 	Area	Mean	Min	Max	IntDen	RawIntDen
1	36.642	197.717	111	377	7244.761	432209
2	39.056	202.176	116	320	7896.172	471071
3	12.320	185.341	108	266	2283.443	136226
4	16.041	174.945	106	270	2806.356	167422
5	9.018	202.071	125	291	1822.283	108714
6	292.031	205.076	95	422	59888.433	3572833
7	9.823	199.908	125	283	1963.621	117146
8	15.606	206.060	115	326	3215.688	191842
9	11.599	191.497	109	297	2221.256	132516
10	7.124	187.807	122	273	1337.923	79818
11	13.779	202.540	124	302	2790.700	166488
12	18.237	209.290	115	335	3816.863	227707
13	15.371	207.846	125	325	3194.786	190595
14	31.882	172.447	98	298	5497.891	327994
15	10.074	192.860	135	257	1942.886	115909
16	9.655	215.630	134	295	2081.912	124203
17	5.850	169.089	113	223	989.169	59012
18	21.590	195.894	118	284	4229.280	252311
19	12.857	188.536	123	266	2423.927	144607
20	28.328	190.259	114	285	5389.658	321537
21	7.610	192.350	118	282	1463.790	87327
22	12.655	179.008	112	258	2265.424	135151
23	45.006	196.763	110	341	8855.588	528308
24	39.207	280.230	109	620	10986.898	655458
25	11.985	189.680	114	275	2273.302	135621
26	12.337	193.133	129	253	2382.675	142146
27	19.897	170.710	103	289	3396.569	202633
28	23.266	182.214	111	317	4239.371	252913
29	8.532	199.605	126	281	1703.020	101599
30	218.629	214.401	108	367	46874.168	2796426
31	26.987	183.608	114	275	4955.048	295609
32	20.483	191.574	115	287	3924.091	234104
33	11.901	205.201	123	323	2442.131	145693
34	7.929	176.044	119	225	1395.769	83269
35	26.250	175.683	104	271	4611.608	275120
36	11.013	171.015	129	203	1883.347	112357
37	8.498	178.793	122	235	1519.457	90648
38	9.705	192.316	138	250	1866.484	111351
39	10.175	180.384	111	258	1835.340	109493
40	9.957	186.857	125	254	1860.484	110993
41	7.107	183.446	133	244	1303.778	77781
42	13.460	186.554	127	268	2511.023	149803
43	7.325	164.432	133	206	1204.479	71857
