 	Area	Mean
1	32.27	2549.20
2	2920.26	2578.19
3	11.58	2432.58
4	13.19	2451.83
5	5.98	2337.18
6	6.11	2347.26
7	32.91	2479.34
8	23.67	2627.66
9	8.23	2326.31
10	19.72	2492.09
11	5.79	2264.42
12	18.07	2323.50
13	73.69	2568.99
14	20.92	2482.88
15	11.54	2273.55
16	20.92	2508.35
17	58.52	2459.62
18	26.94	2526.81
19	32.09	2455.94
20	32.22	2627.83
21	23.67	2313.48
22	17.84	2500.67
23	19.54	2586.84
24	9.93	2324.70
25	26.25	2408.50
26	7.95	2304.78
27	20.59	2470.51
28	9.15	2316.87
29	68.31	2558.84
30	22.29	2528.95
31	22.20	2501.81
32	13.84	2403.93
33	30.02	2717.12
34	5.79	2276.36
35	7.26	2230.47
36	64.22	2635.97
37	8.32	2299.01
38	21.56	2440.26
39	17.19	2384.45
40	8.73	2261.31
41	20.50	2539.17
42	38.34	2643.33
43	13.47	2339.54
44	35.99	2532.34
45	23.86	2615.72
46	13.65	2445.25
47	17.47	2468.11
48	82.28	2392.65
49	7.58	2332.91
50	30.57	2460.47
51	18.57	2491.63
52	8.96	2257.76
53	7.81	2259.43
54	74.33	2641.58
55	16.64	2546.95
56	22.89	2684.08
57	18.07	2731.63
58	10.25	2365.93
59	7.68	2262.92
60	10.02	2304.00
61	18.07	2388.54
62	26.62	2657.16
63	24.78	2613.50
64	5.70	2192.27
65	17.65	2336.42
66	5.01	2258.57
67	72.35	2610.84
68	20.04	2461.71
69	28.36	2552.54
70	11.58	2502.88
71	47.85	2550.26
72	46.70	2627.18
73	8.09	2392.59
74	32.96	2369.64
75	21.33	2270.93
76	28.73	2422.05
77	22.71	2596.52
78	15.35	2378.34
79	567.88	2634.81
80	6.90	2290.78
81	7.81	2378.46
82	9.19	2356.22
83	16.73	2357.02
84	11.91	2350.90
85	18.20	2455.59
86	16.92	2322.24
87	24.68	2319.91
88	6.94	2506.17
89	22.85	2521.07
90	17.61	2312.79
91	30.29	2383.02
92	11.81	2369.67
93	24.22	2844.00
94	7.08	2397.22
95	48.96	2740.79
96	17.24	2446.21
97	9.61	2278.57
98	22.34	2519.57
99	5.52	2339.77
