 	Area	Mean	IntDen	RawIntDen
1	17.097	1420.278	24283.087	1448684
2	11.382	1446.779	16466.535	982363
3	11.449	1402.428	16055.778	957858
4	9.705	1392.800	13517.533	806431
5	9.739	1386.757	13505.381	805706
6	10.862	1340.630	14561.766	868728
7	20.902	1459.711	30511.507	1820260
8	6.252	1399.405	8749.484	521978
9	7.308	1379.271	10080.132	601362
10	255.757	1436.860	367487.341	21923614
11	69.261	1396.845	96747.272	5771763
12	7.811	1442.416	11266.961	672166
13	15.019	1432.965	21521.570	1283937
14	36.122	1511.692	54606.054	3257696
15	8.063	1392.407	11226.430	669748
16	7.107	1347.295	9575.440	571253
17	12.052	1417.446	17083.065	1019144
18	8.046	1417.110	11401.846	680213
19	19.612	1380.613	27076.218	1615317
20	17.248	1423.851	24558.976	1465143
21	92.963	1430.184	132954.179	7931800
22	7.157	1387.749	9932.742	592569
23	8.750	1374.056	12022.784	717257
24	46.616	1411.875	65815.403	3926425
25	18.153	1397.953	25377.640	1513983
26	6.956	1416.154	9851.194	587704
27	5.431	1392.855	7564.516	451285
28	15.237	1398.679	21311.406	1271399
29	22.562	1400.568	31599.456	1885165
30	7.979	1382.271	11028.854	657961
