 	Area	Mean	Min	Max	IntDen	RawIntDen
1	9.152	417.910	302	597	3824.775	228179
2	13.259	375.348	289	536	4976.688	296900
3	39.927	409.631	297	607	16355.553	975742
4	10.476	428.128	302	589	4485.221	267580
5	17.969	388.741	298	559	6985.299	416730
6	14.281	443.647	296	693	6335.882	377987
7	10.275	437.626	297	670	4496.703	268265
8	14.114	446.973	297	670	6308.459	376351
9	638.119	441.789	163	856	281914.218	16818480
10	16.209	432.948	298	680	7017.667	418661
11	19.679	463.597	289	715	9123.029	544263
12	37.044	455.754	280	743	16883.142	1007217
13	29.133	448.799	302	716	13074.694	780012
14	11.901	450.824	297	657	5365.319	320085
15	135.455	443.371	272	778	60056.809	3582878
16	16.058	417.841	293	601	6709.762	400292
17	20.735	397.504	297	583	8242.177	491713
18	22.143	412.069	302	595	9124.370	544343
19	20.617	449.171	298	669	9260.764	552480
20	17.533	445.588	302	696	7812.596	466085
21	36.659	405.606	298	604	14869.067	887061
22	53.237	402.409	273	645	21422.908	1278051
23	15.002	384.135	302	508	5762.851	343801
24	20.500	412.265	297	602	8451.486	504200
25	52.885	418.473	292	700	22130.791	1320282
26	10.543	419.068	297	580	4418.407	263594
27	20.634	409.657	299	590	8452.961	504288
28	13.527	389.373	287	571	5267.076	314224
29	10.393	370.226	296	497	3847.588	229540
30	6.571	363.740	302	452	2390.051	142586
31	6.856	367.621	302	447	2520.310	150357
