 	Area	Mean	Min	Max	IntDen	RawIntDen
1	18.841	574.565	423	804	10825.194	645811.000
2	10.828	566.820	423	827	6137.737	366166.000
3	8.985	551.584	423	779	4955.719	295649.000
4	79.335	535.774	333	837	42505.778	2535816.000
5	18.405	550.971	424	731	10140.543	604966.000
6	12.555	525.868	421	709	6602.200	393875.000
7	17.835	550.749	356	805	9822.581	585997.000
8	41.989	555.113	376	840	23308.769	1390558.000
9	21.858	562.068	400	911	12285.614	732937.000
10	8.431	518.159	399	682	4368.791	260634.000
11	18.539	591.892	423	813	10973.053	654632.000
12	22.411	573.516	417	913	12853.081	766791.000
13	14.801	576.478	359	1001	8532.447	509030.000
14	59.606	561.982	395	903	33497.654	1998408.000
15	24.154	570.386	358	870	13777.263	821926.000
16	41.721	606.715	407	996	25312.771	1510113.000
17	6.370	559.937	415	785	3566.587	212776.000
18	19.310	543.089	416	831	10487.067	625639.000
19	9.471	563.908	423	774	5340.561	318608.000
20	9.337	513.260	418	647	4792.070	285886.000
21	9.152	595.769	414	845	5452.566	325290.000
22	15.203	530.340	389	778	8062.905	481018.000
23	19.226	546.274	382	733	10502.773	626576.000
24	5.196	500.726	409	604	2601.908	155225.000
25	5.565	499.211	418	596	2778.129	165738.000
26	13.142	514.070	401	676	6755.674	403031.000
27	35.972	530.938	401	713	19098.682	1139392.000
28	12.873	556.766	408	751	7167.437	427596.000
29	9.001	534.855	423	718	4814.380	287217.000
30	5.984	517.059	417	666	3094.129	184590.000
31	12.622	493.679	367	702	6231.169	371740.000
32	5.532	509.276	423	648	2817.067	168061.000
