 	Area	Mean	Min	Max	IntDen	RawIntDen
1	46.247	545.445	379	866	25225.121	1504884.000
2	207.784	588.684	350	1258	122319.051	7297328.000
3	229.491	598.719	286	1184	137400.529	8197061.000
4	23.165	504.878	389	788	11695.670	697742.000
5	15.589	560.067	384	886	8730.777	520862.000
6	40.933	681.849	381	1423	27910.270	1665075.000
7	20.215	484.948	315	656	9803.305	584847.000
8	39.190	580.424	385	978	22746.801	1357032.000
9	48.459	533.151	364	848	25836.203	1541340.000
10	98.662	530.478	334	1002	52338.132	3122396.000
11	24.724	525.397	361	772	12990.028	774961.000
12	15.907	512.781	362	746	8156.958	486629.000
13	17.785	537.523	376	788	9559.667	570312.000
14	8.649	515.165	389	711	4455.804	265825.000
15	6.319	481.032	388	594	3039.803	181349.000
16	14.851	546.464	389	853	8115.689	484167.000
17	9.035	546.067	389	767	4933.609	294330.000
18	13.527	500.463	387	768	6769.805	403874.000
19	36.122	566.884	381	821	20477.270	1221636.000
20	10.225	501.687	380	673	5129.710	306029.000
21	36.625	543.706	381	906	19913.407	1187997.000
22	7.560	496.559	389	632	3753.854	223948.000
23	8.649	515.969	389	702	4462.760	266240.000
24	6.118	462.411	389	602	2829.119	168780.000
25	5.079	464.974	389	598	2361.572	140887.000
26	7.979	423.162	350	515	3376.320	201425.000
27	8.029	486.998	390	637	3910.145	233272.000
28	18.153	479.848	363	699	8710.881	519675.000
29	7.375	478.391	387	606	3528.303	210492.000
30	5.733	484.930	391	623	2779.939	165846.000
