 	Area	Mean	Min	Max	IntDen	RawIntDen
1	9.018	157.452	98	232	1419.907	84709.000
2	12.505	143.590	73	222	1795.530	107118.000
3	8.096	131.240	78	191	1062.537	63389.000
4	12.404	155.674	74	237	1930.985	115199.000
5	26.250	154.335	76	245	4051.232	241689.000
6	10.778	136.216	99	171	1468.148	87587.000
7	6.856	120.800	84	161	828.169	49407.000
8	11.030	168.498	90	267	1858.455	110872.000
9	8.281	131.796	71	203	1091.335	65107.000
10	14.449	152.624	83	247	2205.265	131562.000
11	13.393	160.691	80	223	2152.129	128392.000
12	13.879	166.290	84	236	2307.950	137688.000
13	162.895	151.958	67	288	24753.166	1476728.000
14	33.407	158.816	70	273	5305.562	316520.000
15	17.131	169.556	100	265	2904.649	173286.000
16	12.069	123.746	76	175	1493.459	89097.000
17	11.482	138.401	80	214	1589.138	94805.000
18	24.272	145.750	70	238	3537.589	211046.000
19	23.936	139.112	66	213	3329.839	198652.000
20	11.046	121.965	69	188	1347.259	80375.000
21	9.605	151.346	81	247	1453.632	86721.000
22	33.793	143.682	78	228	4855.364	289662.000
23	21.338	140.296	76	216	2993.673	178597.000
24	10.074	140.148	104	187	1411.861	84229.000
25	15.790	161.555	84	246	2550.951	152185.000
26	34.044	150.261	75	221	5115.479	305180.000
27	10.795	136.607	85	193	1474.652	87975.000
28	12.857	135.510	74	196	1742.193	103936.000
29	5.733	121.787	80	166	698.161	41651.000
30	9.638	134.638	80	192	1297.677	77417.000
31	6.940	152.017	84	219	1054.927	62935.000
