 	Area	Mean	Min	Max	IntDen	RawIntDen
1	20.014	93.924	57	133	1879.794	112145
2	24.188	99.131	56	161	2397.761	143046
3	71.859	111.433	48	184	8007.506	477713
4	11.935	108.261	56	175	1292.062	77082
5	21.774	107.532	51	155	2341.407	139684
6	7.577	96.029	55	145	727.562	43405
7	15.924	129.931	53	213	2069.022	123434
8	9.638	109.896	59	165	1059.202	63190
9	21.321	105.042	55	175	2239.644	133613
10	10.124	103.967	63	155	1052.597	62796
11	11.834	110.936	63	174	1312.830	78321
12	14.801	102.087	57	170	1510.992	90143
13	118.274	108.305	49	208	12809.633	764199
14	18.137	108.409	52	206	1966.169	117298
15	73.100	97.030	50	190	7092.879	423148
16	63.529	101.222	48	182	6430.471	383630
17	12.337	113.049	62	162	1394.680	83204
18	10.543	106.633	70	142	1124.272	67072
19	14.332	109.049	54	190	1562.854	93237
20	9.320	101.291	75	131	944.012	56318
21	101.964	105.317	52	197	10738.617	640646
22	12.002	97.317	61	141	1167.971	69679
23	40.196	101.585	50	166	4083.281	243601
24	7.778	93.401	60	122	726.439	43338
25	8.247	90.890	50	132	749.571	44718
26	35.687	101.066	53	165	3606.699	215169
27	29.166	117.396	54	188	3423.992	204269
28	7.526	99.045	76	119	745.430	44471
29	11.566	109.651	60	164	1268.209	75659
30	11.516	94.253	52	143	1085.384	64752
31	8.012	91.172	48	137	730.495	43580
