 	Area	Mean	Min	Max	IntDen	RawIntDen
1	7.660	513.011	426	618	3929.824	234446.000
2	10.577	572.661	429	768	6056.993	361349.000
3	10.158	593.228	429	822	6025.933	359496.000
4	9.135	607.017	429	810	5545.328	330824.000
5	10.024	556.308	429	701	5576.305	332672.000
6	25.562	551.344	411	764	14093.632	840800.000
7	10.745	567.103	429	752	6093.267	363513.000
8	8.867	553.395	430	684	4907.058	292746.000
9	6.420	489.138	430	578	3140.225	187340.000
10	48.895	575.771	411	852	28152.467	1679524.000
11	14.332	626.903	426	853	8984.557	536002.000
12	12.153	602.457	430	776	7321.397	436781.000
13	10.627	605.744	429	820	6437.377	384042.000
14	9.102	566.171	429	720	5153.211	307431.000
15	36.039	527.014	412	868	18992.879	1133080.000
16	10.560	554.867	429	776	5859.485	349566.000
17	14.198	494.397	421	617	7019.226	418754.000
18	19.712	565.784	427	874	11152.911	665362.000
19	49.281	564.925	413	822	27839.953	1660880.000
20	6.956	524.325	429	640	3647.364	217595.000
