 	Area	Mean	IntDen	RawIntDen
1	7.392	1531.932	11324.220	675582.000
2	7.660	1544.339	11830.119	705763.000
3	1597.971	1600.694	2557863.499	152597398.000
4	59.992	1558.505	93497.506	5577888.000
5	10.057	1527.620	15363.736	916572.000
6	16.444	1543.984	25388.787	1514648.000
7	6.621	1503.522	9954.902	593891.000
8	13.611	1554.780	21161.921	1262481.000
9	9.437	1538.416	14518.185	866128.000
10	37.447	1589.781	59532.036	3551571.000
11	29.267	1547.989	45304.608	2702789.000
12	6.001	1513.958	9085.046	541997.000
13	12.857	1592.703	20476.717	1221603.000
14	7.074	1538.126	10880.140	649089.000
15	8.733	1515.965	13239.063	789818.000
16	15.086	1530.961	23096.007	1377865.000
17	20.031	1565.372	31355.650	1870620.000
18	11.348	1495.558	16971.580	1012493.000
19	11.918	1565.416	18656.479	1113011.000
20	8.532	1510.477	12887.309	768833.000
21	8.532	1553.098	13250.948	790527.000
22	5.196	1503.552	7812.864	466101.000
23	7.509	1563.837	11743.559	700599.000
24	6.805	1528.241	10400.356	620466.000
25	9.839	1496.140	14721.107	878234.000
26	9.856	1502.764	14811.472	883625.000
27	11.314	1501.173	16984.973	1013292.000
28	5.833	1524.342	8891.845	530471.000
