 	Area	Mean	Min	Max	IntDen	RawIntDen
1	9.202	688.494	522	852	6335.815	377983.000
2	6.487	647.842	509	883	4202.527	250715.000
3	6.269	662.930	514	861	4155.945	247936.000
4	11.063	765.514	521	1045	8468.902	505239.000
5	29.099	770.361	521	1178	22416.838	1337347.000
6	10.795	715.660	521	918	7725.433	460885.000
7	36.257	794.468	503	1343	28804.683	1718434.000
8	18.841	741.758	502	1110	13975.224	833736.000
9	108.116	698.388	487	1238	75506.920	4504603.000
10	114.988	729.901	440	1344	83930.246	5007123.000
11	16.310	761.480	521	1108	12419.427	740920.000
12	50.840	722.487	503	1100	36730.976	2191302.000
13	5.800	589.081	517	664	3416.499	203822.000
14	10.208	722.433	521	1028	7374.718	439962.000
15	13.695	724.776	517	1140	9925.585	592142.000
16	7.912	665.879	522	822	5268.266	314295.000
17	62.573	731.638	508	1357	45780.889	2731203.000
18	8.750	667.619	521	891	5841.566	348497.000
19	13.326	779.106	521	1103	10382.304	619389.000
20	11.046	642.146	464	896	7093.314	423174.000
21	6.805	698.377	519	953	4752.762	283541.000
22	25.931	661.780	482	942	17160.657	1023773.000
23	7.778	684.836	521	968	5326.414	317764.000
24	12.337	649.166	477	850	8008.730	477786.000
25	7.174	618.383	521	711	4436.410	264668.000
26	16.477	627.936	513	839	10346.634	617261.000
27	5.364	626.244	521	787	3359.105	200398.000
28	15.673	703.729	463	1156	11029.290	657987.000
29	13.594	704.789	521	1068	9580.988	571584.000
30	9.756	792.643	521	1095	7732.691	461318.000
31	6.403	624.660	521	795	3999.789	238620.000
32	9.940	675.393	522	816	6713.383	400508.000
33	7.040	607.948	517	769	4280.019	255338.000
34	5.615	661.519	522	876	3714.648	221609.000
35	8.331	628.946	516	826	5239.620	312586.000
36	8.783	646.141	521	808	5675.302	338578.000
