 	Area	Mean	IntDen	RawIntDen
1	9.068	1231.085	11163.890	666017.000
2	8.331	1161.296	9674.521	577164.000
3	6.604	1090.713	7203.392	429741.000
4	5.314	1124.886	5977.205	356589.000
5	14.382	1129.661	16246.716	969249.000
6	8.213	1105.631	9081.056	541759.000
7	17.315	1116.267	19328.525	1153104.000
8	20.366	1100.536	22413.552	1337151.000
9	9.068	1100.340	9978.251	595284.000
10	9.672	1196.579	11573.038	690426.000
11	8.381	1172.256	9824.777	586128.000
12	7.141	1083.235	7735.037	461458.000
13	6.236	1201.384	7491.265	446915.000
14	10.812	1082.371	11702.157	698129.000
15	23.232	1102.030	25602.756	1527413.000
16	7.778	1103.534	8582.901	512040.000
17	6.638	1162.848	7718.778	460488.000
18	7.191	1133.128	8148.292	486112.000
19	13.242	1135.458	15035.867	897012.000
20	6.520	1173.290	7650.422	456410.000
21	10.711	1172.061	12553.977	748947.000
22	16.427	1140.441	18733.937	1117632.000
23	13.594	1163.925	15822.533	943943.000
24	21.657	1122.673	24313.410	1450493.000
25	423.144	1124.514	475831.654	28387235.000
26	5.783	1124.852	6504.962	388074.000
27	7.090	1098.135	7786.212	464511.000
28	29.887	1132.306	33841.161	2018901.000
29	5.699	1088.191	6201.751	369985.000
30	10.711	1109.911	11888.284	709233.000
31	36.290	1135.416	41204.347	2458175.000
32	7.912	1116.506	8833.513	526991.000
33	9.119	1120.879	10220.867	609758.000
34	9.990	1126.570	11254.724	671436.000
35	20.517	1100.685	22582.649	1347239.000
36	8.029	1132.574	9093.527	542503.000
37	5.716	1085.478	6204.484	370148.000
38	6.738	1078.838	7269.636	433693.000
39	6.001	1101.874	6612.190	394471.000
40	5.297	1106.123	5858.965	349535.000
41	5.833	1091.655	6367.881	379896.000
42	5.247	1047.227	5494.338	327782.000
43	6.453	1134.023	7318.347	436599.000
44	5.096	1055.336	5377.673	320822.000
