 	Area	Mean	Min	Max	IntDen	RawIntDen
1	46.247	262.185	164	408	12125.217	723368.000
2	207.784	278.293	150	648	57824.725	3449716.000
3	229.491	277.872	138	529	63769.144	3804349.000
4	23.165	225.124	151	360	5215.063	311121.000
5	15.589	247.209	156	401	3853.690	229904.000
6	40.933	318.863	154	676	13052.098	778664.000
7	20.215	227.808	146	322	4605.171	274736.000
8	39.190	263.624	146	435	10331.397	616352.000
9	48.459	242.690	153	393	11760.640	701618.000
10	98.662	252.478	159	455	24910.026	1486086.000
11	24.724	254.614	155	377	6295.133	375556.000
12	15.907	226.410	141	356	3601.570	214863.000
13	17.785	256.119	154	383	4554.986	271742.000
14	8.649	242.426	159	338	2096.813	125092.000
15	6.319	243.801	183	300	1540.661	91913.000
16	14.851	262.275	167	418	3895.126	232376.000
17	9.035	265.314	162	391	2397.057	143004.000
18	13.527	251.765	167	390	3405.637	203174.000
19	36.122	266.652	154	383	9632.146	574636.000
20	10.225	235.561	160	338	2408.590	143692.000
21	36.625	267.915	169	429	9812.490	585395.000
22	7.560	236.523	164	314	1788.054	106672.000
23	8.649	239.866	169	330	2074.671	123771.000
24	6.118	224.047	167	299	1370.760	81777.000
25	5.079	233.693	185	321	1186.912	70809.000
26	7.979	206.294	161	259	1645.978	98196.000
27	8.029	221.829	163	296	1781.081	106256.000
28	18.153	228.579	160	339	4149.492	247551.000
29	7.375	234.007	167	299	1725.883	102963.000
30	5.733	249.082	186	314	1427.902	85186.000
