 	Area	Mean
1	25.42	1637.01
2	5.42	1506.03
3	16.78	1614.36
4	51.16	1568.21
5	28.22	1536.38
6	23.49	1785.48
7	16.92	1541.49
8	17.24	1670.37
9	506.74	1706.87
10	20.73	1573.19
11	12.69	1518.00
12	31.49	1475.42
13	119.42	1728.24
14	15.26	1741.36
15	8.14	1458.25
16	9.52	1471.80
17	12.55	1517.42
18	9.93	1632.93
19	126.36	1627.21
20	50.52	1720.83
21	174.08	1866.13
22	14.62	1660.42
23	10.53	1581.99
24	13.10	1816.95
25	16.04	1712.01
26	37.19	2036.48
27	18.52	1641.71
28	12.41	1517.96
29	13.01	1680.88
30	37.14	1721.09
31	5.06	1383.12
32	31.81	1631.50
33	13.10	1360.85
34	171.96	1757.18
35	8.69	1439.08
36	31.17	1827.00
37	9.61	1500.73
38	28.27	1485.63
39	17.84	1954.44
40	5.52	1408.98
41	9.61	1468.26
42	11.17	1737.23
43	26.48	1759.89
44	104.58	1664.08
45	23.58	1535.86
46	5.56	1470.25
47	24.27	1487.29
48	32.50	1640.03
49	142.96	1735.98
50	24.45	1530.69
51	33.65	1620.35
52	27.03	1458.64
53	36.45	2144.63
54	171.96	1626.46
55	7.22	1391.78
56	31.53	1663.51
57	20.18	1621.21
58	9.15	1509.11
59	98.55	1796.67
60	46.89	1668.03
61	58.75	1695.58
62	5.19	1455.46
63	34.98	1501.64
64	13.47	1397.13
65	31.76	1707.26
66	45.05	1681.99
67	21.65	1382.36
68	21.42	1459.15
69	409.39	1707.65
70	19.26	1593.67
71	83.34	1767.20
72	32.09	1873.45
73	32.04	1637.79
74	121.08	1777.94
75	103.10	1594.93
76	6.48	1420.16
77	12.18	1603.07
78	12.64	1556.65
79	22.85	1461.39
80	65.64	1814.48
81	16.00	1693.58
82	502.01	1777.92
83	22.57	1611.50
84	34.11	1642.60
85	7.08	1364.51
86	38.52	1818.17
87	10.07	1498.27
88	20.13	1559.11
89	31.99	1770.95
90	9.65	1394.90
91	30.25	1821.63
92	66.06	1561.67
93	13.84	1558.26
94	73.27	1752.78
95	55.94	1600.76
96	5.38	1566.62
97	53.46	1568.35
98	6.21	1448.47
99	24.91	2025.40
100	16.50	1634.74
