 	Area	Mean	Min	Max	IntDen	RawIntDen
1	28.060	621.958	398	1005	17452.067	1041158.000
2	33.089	638.613	391	1008	21130.760	1260622.000
3	15.773	646.339	391	1004	10194.835	608205.000
4	36.642	582.585	391	908	21347.143	1273531.000
5	10.678	594.620	392	861	6349.057	378773.000
6	14.315	549.615	398	812	7867.676	469371.000
7	28.965	603.253	399	961	17473.255	1042422.000
8	28.362	537.810	394	787	15253.139	909974.000
9	12.655	593.526	399	789	7511.329	448112.000
10	30.356	606.454	398	932	18409.707	1098289.000
11	61.433	646.100	388	1041	39692.114	2367958.000
12	18.388	624.050	398	983	11475.097	684583.000
13	21.824	595.745	389	937	13001.745	775660.000
14	60.830	604.188	383	1062	36752.700	2192598.000
15	18.606	541.687	398	788	10078.640	601273.000
16	20.299	599.966	393	949	12178.705	726559.000
17	25.847	652.229	396	1043	16858.334	1005737.000
18	24.992	610.063	394	977	15246.937	909604.000
19	18.824	595.606	398	873	11211.645	668866.000
20	23.199	640.583	397	936	14860.787	886567.000
21	10.543	621.448	389	906	6552.181	390891.000
22	20.031	596.633	398	873	11951.042	712977.000
23	10.862	609.802	398	826	6623.605	395152.000
24	39.039	628.713	398	1027	24544.376	1464272.000
25	20.383	601.119	398	955	12252.492	730961.000
26	27.993	589.753	398	907	16508.843	984887.000
27	24.691	568.799	390	840	14044.033	837841.000
28	37.648	614.275	387	919	23126.112	1379661.000
29	10.795	525.534	398	758	5673.056	338444.000
30	9.052	535.657	393	707	4848.541	289255.000
31	28.261	539.668	394	877	15251.563	909880.000
32	14.483	574.127	396	792	8314.807	496046.000
33	20.752	527.345	347	840	10943.233	652853.000
34	9.152	551.667	398	741	5048.933	301210.000
35	13.343	529.680	399	671	7067.350	421625.000
36	14.767	521.371	398	721	7699.334	459328.000
37	9.404	573.893	398	767	5396.648	321954.000
38	13.829	564.084	398	763	7800.594	465369.000
39	12.337	536.476	398	773	6618.476	394846.000
