 	Area	Mean	IntDen	RawIntDen
1	5.816	1357.069	7893.356	470903.000
2	8.649	1291.093	11167.025	666204.000
3	51.862	1420.277	73658.623	4394337.000
4	8.850	1354.570	11988.522	715213.000
5	8.297	1350.430	11204.890	668463.000
6	16.326	1437.825	23474.447	1400442.000
7	8.968	1404.959	12599.335	751653.000
8	8.733	1408.336	12299.125	733743.000
9	143.585	1421.984	204175.180	12180713.000
10	904.520	1427.227	1290955.288	77016001.000
11	16.326	1399.867	22854.716	1363470.000
12	8.314	1366.526	11361.348	677797.000
13	14.332	1367.000	19591.373	1168785.000
14	9.772	1372.079	13408.428	799922.000
15	5.565	1301.349	7242.062	432048.000
16	11.549	1439.618	16626.346	991897.000
17	15.170	1447.066	21951.654	1309595.000
18	11.951	1381.230	16507.670	984817.000
19	5.733	1362.848	7812.747	466094.000
20	9.806	1418.043	13905.142	829555.000
21	7.007	1394.206	9768.624	582778.000
22	8.163	1373.891	11215.316	669085.000
23	26.266	1368.574	35947.412	2144556.000
24	10.711	1404.839	15047.266	897692.000
25	9.806	1402.357	13751.332	820379.000
26	14.047	1424.835	20014.232	1194012.000
27	10.812	1342.429	14513.810	865867.000
28	9.973	1448.156	14443.174	861653.000
29	22.797	1335.929	30454.583	1816864.000
30	6.001	1361.615	8170.854	487458.000
31	5.247	1353.990	7103.791	423799.000
32	8.331	1364.314	11365.824	678064.000
33	7.292	1281.032	9340.702	557249.000
34	9.990	1316.946	13156.627	784900.000
35	13.695	1343.676	18401.225	1097783.000
36	6.319	1357.377	8577.722	511731.000
37	6.185	1344.117	8313.684	495979.000
38	6.101	1386.753	8461.175	504778.000
39	6.889	1381.569	9517.979	567825.000
40	8.549	1255.637	10734.074	640375.000
41	8.197	1395.188	11435.940	682247.000
42	8.012	1336.856	10711.311	639017.000
43	9.571	1388.757	13292.065	792980.000
44	5.532	1308.455	7237.737	431790.000
45	5.129	1267.876	6503.219	387970.000
46	5.917	1265.620	7488.734	446764.000
47	9.169	1455.771	13347.833	796307.000
