 	Area	Mean
1	44.45	567.22
2	10.99	459.04
3	13.24	505.72
4	68.58	537.83
5	6.44	480.46
6	333.08	508.24
7	15.08	517.40
8	26.48	468.65
9	52.45	527.22
10	365.85	478.76
11	27.35	505.66
12	8.60	480.65
13	11.45	508.82
14	15.22	527.33
15	10.30	523.74
16	10.57	495.77
17	16.27	453.06
18	14.25	490.25
19	11.40	507.01
20	14.48	511.35
21	8.37	506.31
22	10.94	476.21
23	28.32	505.65
24	21.24	515.14
25	72.77	483.07
26	13.10	456.35
27	15.03	461.87
28	27.21	460.40
29	19.26	528.26
30	7.17	475.07
31	112.39	517.07
32	14.57	511.12
33	65.96	510.23
34	16.04	493.47
35	10.53	484.49
36	20.00	472.60
37	19.49	482.12
38	8.92	469.77
39	27.12	462.17
40	35.90	442.53
41	23.86	526.54
42	121.26	449.73
43	46.34	455.31
44	15.81	444.92
45	6.11	463.26
46	74.70	512.29
47	32.96	473.96
48	22.43	481.85
49	31.58	497.25
50	16.73	482.20
51	23.58	444.73
52	22.48	459.83
53	344.07	481.32
54	32.18	468.75
55	5.47	414.24
56	123.56	468.57
57	43.39	454.14
58	28.27	507.53
59	35.53	492.87
60	20.64	464.68
61	16.55	492.47
62	27.99	434.29
63	54.79	477.96
64	21.33	440.16
65	163.32	469.65
66	16.23	416.27
67	62.15	454.02
68	14.80	475.86
69	24.36	427.34
70	14.53	443.60
71	30.71	417.89
72	12.09	429.45
73	27.67	421.90
74	15.67	374.01
75	26.11	415.16
76	10.80	429.74
77	21.65	438.86
78	5.15	404.04
79	22.85	480.10
80	32.04	391.58
81	24.18	494.40
82	996.25	476.33
83	8.64	420.84
84	32.04	425.08
85	16.96	443.37
86	19.31	441.57
87	57.41	422.37
88	27.63	447.01
89	18.25	437.49
90	9.79	408.40
91	31.99	448.48
92	107.98	417.01
93	18.11	401.95
94	27.35	419.66
95	12.27	450.41
96	57.37	478.55
97	12.23	424.17
98	29.33	489.44
99	118.60	458.86
100	13.38	429.68
101	6.99	414.76
102	5.79	445.04
103	40.27	438.56
104	14.66	451.46
105	15.67	438.74
106	16.87	480.97
