 	Area	Mean	IntDen	RawIntDen
1	8.348	219.723	1834.150	109422.000
2	9.538	218.859	2087.410	124531.000
3	6.537	230.913	1509.534	90056.000
4	1239.780	208.926	259022.324	15452792.000
5	10.879	220.094	2394.325	142841.000
6	5.347	215.599	1152.835	68776.000
7	5.196	207.290	1077.137	64260.000
8	69.898	211.512	14784.284	882003.000
9	5.330	200.302	1067.683	63696.000
10	9.085	216.913	1970.678	117567.000
11	5.364	229.875	1233.025	73560.000
12	8.197	224.470	1839.916	109766.000
13	5.263	197.710	1040.612	62081.000
14	7.007	201.158	1409.430	84084.000
15	14.415	215.349	3104.354	185200.000
16	6.118	201.622	1233.562	73592.000
17	10.091	204.168	2060.222	122909.000
18	17.114	222.704	3811.399	227381.000
19	7.929	203.799	1615.823	96397.000
20	9.404	237.041	2229.033	132980.000
21	11.348	218.787	2482.796	148119.000
22	5.464	229.702	1255.202	74883.000
23	41.436	212.528	8806.341	525370.000
24	5.682	201.667	1145.946	68365.000
25	6.118	217.762	1332.308	79483.000
26	7.459	226.519	1689.643	100801.000
