 	Area	Mean	Min	Max	IntDen	RawIntDen
1	18.841	270.467	173	392	5095.783	304005.000
2	10.828	257.008	169	365	2782.973	166027.000
3	8.985	268.382	172	395	2411.288	143853.000
4	79.335	251.131	154	417	19923.565	1188603.000
5	18.405	266.101	177	376	4897.554	292179.000
6	12.555	262.355	181	372	3293.833	196504.000
7	17.835	268.824	168	401	4794.467	286029.000
8	41.989	255.141	155	401	10713.155	639127.000
9	21.858	261.346	180	440	5712.464	340795.000
10	8.431	234.278	175	327	1975.288	117842.000
11	18.539	264.697	165	376	4907.209	292755.000
12	22.411	272.325	171	425	6103.089	364099.000
13	14.801	271.368	176	472	4016.518	239618.000
14	59.606	257.146	167	440	15327.529	914412.000
15	24.154	265.798	152	413	6420.162	383015.000
16	41.721	286.731	168	484	11962.725	713674.000
17	6.370	252.005	168	360	1605.179	95762.000
18	19.310	245.639	164	377	4743.292	282976.000
19	9.471	267.719	177	358	2535.463	151261.000
20	9.337	231.862	173	296	2164.784	129147.000
21	9.152	269.996	177	387	2471.046	147418.000
22	15.203	245.881	173	376	3738.199	223014.000
23	19.226	259.943	173	368	4997.725	298155.000
24	5.196	231.987	177	287	1205.468	71916.000
25	5.565	226.518	163	277	1260.582	75204.000
26	13.142	245.193	185	331	3222.209	192231.000
27	35.972	246.658	171	331	8872.686	529328.000
28	12.873	267.461	179	360	3443.117	205410.000
29	9.001	257.661	182	350	2319.281	138364.000
30	5.984	247.871	178	311	1483.284	88490.000
31	12.622	233.267	161	354	2944.275	175650.000
32	5.532	247.727	195	324	1370.307	81750.000
