 	Area	Mean	Min	Max	IntDen	RawIntDen
1	8.683	637.826	403	889	5538.120	330394.000
2	276.777	640.165	377	1214	177182.823	10570399.000
3	10.946	559.141	381	840	6120.187	365119.000
4	9.303	652.117	403	975	6066.648	361925.000
5	9.605	617.314	404	910	5929.131	353721.000
6	32.636	676.391	403	1123	22074.671	1316934.000
7	14.868	713.101	403	1081	10602.424	632521.000
8	20.634	577.658	403	951	11919.529	711097.000
9	12.840	617.760	403	949	7931.926	473204.000
10	67.719	591.501	388	1044	40055.954	2389664.000
11	6.219	502.712	403	665	3126.245	186506.000
12	10.443	651.284	399	995	6801.250	405750.000
13	30.675	589.580	376	951	18085.241	1078932.000
14	5.330	461.987	395	562	2462.564	146912.000
15	117.922	646.977	382	1209	76292.681	4551480.000
16	126.571	630.751	386	1048	79834.862	4762800.000
17	20.282	572.085	392	871	11603.159	692223.000
18	24.288	632.679	397	990	15366.753	916752.000
19	23.869	571.531	397	808	13642.060	813860.000
20	16.712	549.400	403	738	9181.512	547752.000
21	17.399	552.440	403	816	9611.981	573433.000
