 	Area	Mean	Min	Max	IntDen	RawIntDen
1	25.294	612.749	428	886	15498.939	924638.000
2	19.930	634.165	426	964	12639.045	754022.000
3	24.774	605.122	428	904	14991.599	894371.000
4	14.650	629.454	428	916	9221.590	550143.000
5	13.494	645.216	428	907	8706.254	519399.000
6	20.249	524.455	422	679	10619.539	633542.000
7	66.998	615.170	389	955	41215.393	2458834.000
8	24.724	630.725	428	979	15594.182	930320.000
9	7.996	570.210	428	781	4559.143	271990.000
10	18.271	717.779	428	1000	13114.370	782379.000
11	22.579	624.032	428	958	14089.794	840571.000
12	17.701	609.748	409	848	10793.061	643894.000
13	26.836	586.701	420	914	15744.840	939308.000
14	22.780	625.384	420	964	14246.118	849897.000
15	9.487	651.691	429	938	6182.844	368857.000
16	91.069	614.512	399	1043	55962.867	3338641.000
17	97.170	636.705	414	1031	61868.767	3690976.000
18	21.288	587.365	356	941	12503.791	745953.000
19	50.890	615.612	418	1001	31328.479	1868999.000
20	8.750	619.343	428	862	5419.159	323297.000
21	11.382	669.605	415	1002	7621.122	454662.000
22	77.123	621.135	414	1042	47903.599	2857840.000
23	15.354	610.131	392	891	9368.041	558880.000
24	12.370	551.940	348	795	6827.768	407332.000
25	14.684	657.717	428	935	9657.692	576160.000
26	13.779	628.088	428	920	8654.107	516288.000
27	12.991	597.377	427	822	7760.331	462967.000
28	8.431	579.316	428	810	4884.429	291396.000
29	10.325	586.544	427	792	6056.356	361311.000
30	7.292	549.641	428	719	4007.734	239094.000
31	16.058	552.443	420	729	8871.211	529240.000
32	22.931	549.862	422	761	12608.689	752211.000
33	22.579	630.900	424	865	14244.861	849822.000
34	9.772	567.208	429	724	5542.948	330682.000
35	6.018	503.627	428	626	3030.634	180802.000
36	5.180	495.731	414	615	2567.646	153181.000
