 	Area	Mean	Min	Max	IntDen	RawIntDen
1	11.046	605.056	426	901	6683.613	398732.000
2	8.247	553.829	425	773	4567.423	272484.000
3	348.318	624.042	405	1342	217365.130	12967601.000
4	13.946	592.940	425	907	8269.214	493326.000
5	38.000	580.975	412	975	22076.951	1317070.000
6	9.806	539.072	418	736	5286.068	315357.000
7	10.912	543.696	418	703	5932.903	353946.000
8	138.003	576.177	297	1025	79514.085	4743663.000
9	24.758	566.297	402	960	14020.231	836421.000
10	14.231	552.234	388	833	7858.893	468847.000
11	11.046	547.347	407	717	6046.148	360702.000
12	89.946	566.711	362	997	50973.306	3040973.000
13	35.653	543.198	407	866	19366.709	1155382.000
14	12.756	723.267	425	953	9225.999	550406.000
15	13.711	505.383	405	664	6929.531	413403.000
16	9.990	478.822	424	568	4783.554	285378.000
17	6.621	507.866	421	639	3362.609	200607.000
18	46.163	520.568	353	894	24031.001	1433645.000
19	54.008	560.002	416	916	30244.452	1804328.000
20	5.045	515.664	422	648	2601.740	155215.000
21	42.190	525.734	410	792	22180.910	1323272.000
22	30.038	521.271	407	724	15657.828	934117.000
23	5.079	497.624	422	594	2527.400	150780.000
