 	Area	Mean	Min	Max	IntDen	RawIntDen
1	33.340	697.390	485	1016	23250.940	1387108.000
2	39.056	672.563	474	1182	26267.527	1567072.000
3	8.750	596.592	495	759	5220.092	311421.000
4	23.953	681.423	445	1260	16322.230	973754.000
5	13.242	597.067	486	837	7906.431	471683.000
6	5.699	594.138	495	737	3386.076	202007.000
7	10.962	684.057	481	945	7498.942	447373.000
8	11.113	739.827	486	1138	8221.928	490505.000
9	17.768	705.903	495	980	12542.411	748257.000
10	409.433	740.700	465	1416	303266.909	18092342.000
11	11.801	626.688	495	810	7395.268	441188.000
12	6.688	639.549	494	854	4277.370	255180.000
13	5.515	565.134	495	693	3116.573	185929.000
14	28.060	765.326	486	1239	21474.954	1281156.000
15	10.929	642.106	495	898	7017.533	418653.000
16	44.403	692.567	491	1056	30752.044	1834610.000
17	160.833	679.374	427	1138	109265.713	6518590.000
18	11.046	663.958	495	877	7334.254	437548.000
19	19.394	819.311	496	1153	15889.582	947943.000
20	10.342	672.123	493	911	6951.272	414700.000
21	35.402	620.498	472	916	21966.689	1310492.000
22	7.124	603.809	496	723	4301.491	256619.000
23	66.797	675.353	450	1143	45111.726	2691282.000
24	5.548	570.897	494	695	3167.497	188967.000
25	53.153	692.026	479	1138	36783.140	2194414.000
26	9.638	700.123	490	1012	6747.963	402571.000
27	7.711	648.374	493	850	4999.351	298252.000
28	11.549	717.907	495	975	8291.206	494638.000
29	28.295	660.172	463	901	18679.259	1114370.000
30	12.320	642.075	488	908	7910.487	471925.000
31	9.940	666.331	495	877	6623.303	395134.000
32	14.013	629.293	495	822	8818.393	526089.000
33	8.163	555.992	484	660	4538.659	270768.000
34	15.874	648.884	487	1001	10300.236	614493.000
35	9.705	730.109	495	967	7085.922	422733.000
36	12.303	615.462	483	820	7572.293	451749.000
37	5.615	597.701	495	728	3356.289	200230.000
38	10.543	643.618	495	869	6785.930	404836.000
39	6.688	584.183	491	725	3907.077	233089.000
40	5.230	595.458	496	708	3114.126	185783.000
41	5.314	616.921	489	782	3278.077	195564.000
42	7.761	611.102	493	772	4742.688	282940.000
43	5.029	593.263	495	750	2983.314	177979.000
44	6.269	594.714	488	708	3728.292	222423.000
45	8.700	608.669	495	779	5295.153	315899.000
46	5.816	581.337	485	756	3381.332	201724.000
47	12.991	647.363	486	898	8409.681	501706.000
48	8.817	617.049	478	765	5440.464	324568.000
