 	Area	Mean	IntDen	RawIntDen
1	15.287	213.712	3267.031	194905
2	13.209	239.703	3166.139	188886
3	8.817	239.793	2114.229	126131
4	9.152	242.366	2218.171	132332
5	503.133	246.129	123835.575	7387801
6	8.381	239.752	2009.382	119876
7	11.382	230.105	2618.938	156241
8	6.034	243.122	1467.092	87524
9	10.393	228.573	2375.451	141715
10	6.319	242.109	1529.967	91275
11	7.627	239.259	1824.780	108863
12	10.728	234.355	2514.108	149987
13	109.390	243.126	26595.546	1586641
14	42.509	239.070	10162.585	606281
15	15.807	237.752	3758.078	224200
16	8.264	233.600	1930.415	115165
17	6.671	223.020	1487.844	88762
18	14.818	235.000	3482.173	207740
19	7.962	250.716	1996.207	119090
20	13.510	228.676	3089.486	184313
21	12.907	230.242	2971.698	177286
22	10.024	231.038	2315.878	138161
23	9.404	230.660	2169.025	129400
24	25.294	238.440	6031.129	359806
25	10.962	253.232	2776.050	165614
26	13.913	272.613	3792.759	226269
27	9.588	243.545	2335.104	139308
28	14.131	242.785	3430.680	204668
29	6.101	233.555	1425.019	85014
30	9.236	221.167	2042.688	121863
31	11.968	227.038	2717.232	162105
32	5.062	227.977	1154.059	68849
33	32.904	226.327	7447.080	444279
34	7.560	244.082	1845.196	110081
35	8.281	211.970	1755.217	104713
36	11.951	257.053	3072.154	183279.000
37	11.046	250.382	2765.792	165002
38	7.359	268.435	1975.304	117843.000
39	9.705	229.136	2223.837	132670
40	7.912	240.189	1900.310	113369
41	14.097	244.269	3443.453	205430
42	7.644	254.829	1947.798	116202
43	9.990	237.681	2374.495	141658
44	17.064	237.689	4055.892	241967
45	9.286	247.830	2301.412	137298
46	7.727	218.080	1685.185	100535
47	5.733	217.526	1247.005	74394
48	9.236	218.189	2015.182	120222
49	6.018	200.961	1209.307	72145
50	8.297	243.154	2017.512	120361
