 	Area	Mean	Min	Max	IntDen	RawIntDen
1	140.081	100.375	49	181	14060.711	838836.000
2	11.281	84.712	44	146	955.628	57011.000
3	15.187	89.700	48	136	1362.228	81268.000
4	11.700	100.142	45	165	1171.659	69899.000
5	7.979	88.613	53	143	707.028	42180.000
6	165.828	104.005	44	190	17246.932	1028920.000
7	6.202	72.741	42	116	451.137	26914.000
8	13.594	99.115	57	162	1347.377	80382.000
9	32.720	108.591	51	201	3553.077	211970.000
10	7.845	84.814	56	115	665.341	39693.000
11	175.265	95.213	41	172	16687.595	995551.000
12	11.415	86.775	58	121	990.544	59094.000
13	205.772	107.973	53	236	22217.804	1325473.000
14	7.644	88.351	54	132	675.314	40288.000
15	16.192	92.857	50	147	1503.567	89700.000
16	24.389	93.740	54	138	2286.209	136391.000
17	28.797	104.430	61	174	3007.318	179411.000
18	50.504	100.289	50	204	5065.042	302171.000
19	39.542	101.309	48	178	4005.957	238988.000
20	54.829	108.516	55	192	5949.833	354956.000
21	18.522	101.107	57	150	1872.720	111723.000
22	14.868	97.567	57	138	1450.632	86542.000
23	11.398	98.116	48	155	1118.355	66719.000
24	6.755	85.484	57	118	577.457	34450.000
25	9.504	100.825	57	159	958.260	57168.000
26	29.133	96.197	55	164	2802.467	167190.000
27	9.152	86.385	55	131	790.605	47166.000
28	10.225	84.962	61	115	868.733	51827.000
29	6.336	102.817	67	138	651.462	38865.000
30	10.678	76.733	43	130	819.318	48879.000
