 	Area	Mean	Min	Max	IntDen	RawIntDen
1	16.611	90.308	52	139	1500.130	89495.000
2	77.827	92.562	46	176	7203.827	429767.000
3	8.783	75.880	55	100	666.481	39761.000
4	8.716	83.512	45	132	727.914	43426.000
5	13.745	79.574	38	130	1093.748	65251.000
6	26.954	77.981	36	130	2101.859	125393.000
7	25.579	90.210	43	154	2307.480	137660.000
8	6.872	90.468	43	142	621.742	37092.000
9	12.086	96.341	59	141	1164.334	69462.000
10	13.443	95.160	57	166	1279.255	76318.000
11	13.745	76.193	37	146	1047.267	62478.000
12	15.958	81.132	42	136	1294.676	77238.000
13	15.572	94.647	51	145	1473.847	87927.000
14	22.646	95.495	56	141	2162.555	129014.000
15	177.763	96.763	34	210	17200.819	1026169.000
16	69.529	91.432	39	184	6357.221	379260.000
17	17.868	89.137	49	152	1592.741	95020.000
18	12.002	105.035	56	163	1260.599	75205.000
19	17.852	95.898	51	164	1711.937	102131.000
20	6.923	88.431	39	120	612.188	36522.000
21	153.391	96.722	45	208	14836.180	885099.000
22	6.671	90.585	59	118	604.327	36053.000
23	21.506	87.916	39	157	1890.706	112796.000
24	11.398	102.835	52	165	1172.145	69928.000
25	14.851	77.612	41	127	1152.634	68764.000
26	8.532	92.713	56	144	791.024	47191.000
27	11.935	92.590	53	160	1105.029	65924.000
28	40.447	93.599	45	154	3785.803	225854.000
29	7.174	92.614	47	138	664.436	39639.000
30	8.565	96.078	62	148	822.955	49096.000
31	7.744	78.846	47	118	610.596	36427.000
32	6.319	77.427	40	125	489.288	29190.000
33	8.096	76.611	46	117	620.251	37003.000
34	5.381	78.879	45	110	424.418	25320.000
35	10.460	82.615	55	122	864.123	51552.000
36	7.996	81.881	55	136	654.680	39057.000
37	12.940	93.715	56	129	1212.709	72348.000
38	5.280	104.467	78	132	551.593	32907.000
39	9.102	102.976	62	152	937.273	55916.000
40	14.600	81.445	53	118	1189.092	70939.000
41	9.370	85.299	54	115	799.254	47682.000
42	12.052	95.730	62	128	1153.740	68830.000
43	10.694	87.144	44	138	931.943	55598.000
44	7.342	90.582	49	132	665.039	39675.000
45	7.442	89.189	53	135	663.782	39600.000
