 	Area	Mean	Min	Max	IntDen	RawIntDen
1	13.745	637.335	480	868	8760.161	522615.000
2	33.021	655.030	447	1005	21630.055	1290409.000
3	17.919	669.235	469	1011	11991.857	715412.000
4	11.482	569.388	433	768	6537.766	390031.000
5	19.712	662.208	472	970	13053.657	778757.000
6	15.170	618.150	464	927	9377.194	559426.000
7	18.355	632.875	466	882	11616.150	692998.000
8	24.355	646.766	449	966	15752.266	939751.000
9	32.887	657.464	470	1065	21622.277	1289945.000
10	15.153	677.024	480	964	10258.951	612030.000
11	11.097	611.189	473	791	6782.091	404607.000
12	13.359	614.460	480	806	8208.854	489725.000
13	60.880	694.515	471	1093	42282.221	2522479.000
14	14.399	671.491	469	1044	9668.604	576811.000
15	21.757	637.546	455	912	13871.282	827535.000
16	9.169	631.077	480	866	5786.284	345199.000
17	15.673	614.759	480	860	9634.895	574800.000
18	5.297	631.829	477	845	3346.701	199658.000
19	703.927	618.308	251	1228	435243.736	25965835.000
20	17.952	654.603	478	923	11751.622	701080.000
21	46.448	675.113	448	1202	31357.645	1870739.000
22	9.571	599.128	480	835	5734.372	342102.000
23	9.018	634.245	481	907	5719.655	341224.000
24	35.754	673.453	475	1034	24078.455	1436476.000
25	55.131	637.476	468	934	35144.521	2096657.000
26	7.057	577.337	480	732	4074.196	243059.000
27	60.511	645.791	457	1059	39077.747	2331306.000
28	41.436	623.520	470	877	25836.220	1541341.000
29	16.243	632.818	480	892	10278.579	613201.000
30	9.068	636.447	469	870	5771.517	344318.000
31	5.129	556.458	480	675	2854.195	170276.000
32	9.269	632.892	480	863	5866.575	349989.000
33	10.275	589.452	480	753	6056.742	361334.000
34	29.250	600.763	466	860	17572.302	1048331.000
35	22.813	620.899	478	851	14164.754	845043.000
36	7.476	578.536	480	704	4325.092	258027.000
37	7.929	623.095	478	827	4940.214	294724.000
38	16.712	604.518	478	826	10102.627	602704.000
39	13.494	601.416	480	828	8115.237	484140.000
40	20.852	574.100	439	896	11971.206	714180.000
41	10.728	613.898	480	807	6585.773	392895.000
42	10.275	619.685	480	820	6367.395	379867.000
43	7.560	598.882	480	768	4527.395	270096.000
44	5.900	550.869	474	648	3250.285	193906.000
45	7.778	591.039	480	733	4596.891	274242.000
46	7.292	587.869	480	773	4286.472	255723.000
