 	Area	Mean	IntDen	RawIntDen
1	5.766	190.610	1099.095	65570.000
2	7.962	186.246	1482.899	88467.000
3	10.443	172.067	1796.871	107198.000
4	6.487	192.899	1251.330	74652.000
5	6.353	170.966	1086.122	64796.000
6	5.230	156.798	820.022	48921.000
7	25.059	179.675	4502.553	268614.000
8	7.878	184.279	1451.788	86611.000
9	48.795	184.975	9025.775	538461.000
10	6.135	156.954	962.903	57445.000
11	75.078	188.983	14188.389	846453.000
12	7.878	176.221	1388.310	82824.000
13	7.074	155.803	1102.096	65749.000
14	8.917	188.558	1681.464	100313.000
15	11.985	184.083	2206.220	131619.000
16	6.303	186.641	1176.319	70177.000
17	95.310	177.286	16897.038	1008046.000
18	326.510	182.030	59434.665	3545762.000
19	6.655	175.494	1167.837	69671.000
20	21.456	175.104	3756.955	224133.000
21	5.079	166.921	847.780	50577.000
22	7.409	188.425	1396.021	83284.000
23	6.621	174.587	1155.953	68962.000
24	8.901	174.687	1554.842	92759.000
25	7.996	180.696	1444.765	86192.000
26	6.856	191.538	1313.132	78339.000
27	6.135	161.915	993.343	59261.000
28	7.040	200.143	1409.028	84060.000
29	6.370	173.318	1103.973	65861.000
30	123.688	182.971	22631.293	1350141.000
31	8.867	183.497	1627.104	97070.000
32	5.247	188.355	988.214	58955.000
33	10.610	160.172	1699.500	101389.000
34	13.209	170.445	2251.344	134311.000
35	9.303	175.804	1635.502	97571.000
36	6.018	180.365	1085.367	64751.000
37	15.103	194.223	2933.296	174995.000
38	6.118	182.030	1113.695	66441.000
39	39.911	185.039	7385.026	440577.000
40	5.314	172.385	915.986	54646.000
41	62.473	177.850	11110.737	662846.000
42	6.001	179.511	1077.221	64265.000
43	5.112	182.577	933.418	55686.000
44	6.453	187.273	1208.552	72100.000
45	8.783	183.246	1609.520	96021.000
