 	Area	Mean
1	11.95	454.65
2	12.27	551.48
3	14.76	441.09
4	287.57	410.34
5	30.89	503.06
6	16.50	606.35
7	28.68	471.42
8	6.76	472.69
9	17.42	573.31
10	12.46	477.76
11	5.75	321.78
12	33.79	535.90
13	5.10	512.90
14	22.80	497.81
15	25.65	501.58
16	12.78	457.67
17	5.56	415.59
18	8.64	406.06
19	8.27	490.92
20	2664.31	452.16
21	22.11	423.73
22	20.92	467.45
23	34.48	452.95
24	6.76	384.82
25	14.89	415.27
26	21.14	500.28
27	16.09	490.99
28	12.27	492.66
29	7.91	377.49
30	16.78	519.79
31	5.24	383.97
32	25.33	550.28
33	13.19	444.70
34	47.94	471.30
35	10.99	390.13
36	12.23	472.90
37	17.70	471.03
38	18.07	435.07
39	8.78	428.51
40	13.51	473.37
41	22.39	660.34
42	22.20	504.25
43	47.81	480.16
44	5.01	514.31
45	25.28	505.39
46	10.02	463.79
47	17.51	411.78
48	14.48	489.05
49	7.86	398.36
50	36.18	572.48
51	18.48	526.20
52	6.30	435.33
53	23.49	436.33
54	10.30	375.16
55	9.88	476.53
56	20.59	501.72
57	8.32	410.47
58	20.96	359.68
59	9.15	564.68
60	10.85	506.35
61	7.86	525.42
62	6.02	360.76
63	68.54	389.63
64	13.24	403.00
65	16.69	395.91
66	35.07	417.49
67	50.29	410.48
68	9.47	389.67
69	16.46	486.30
70	20.96	399.32
71	21.33	408.34
72	26.62	379.42
73	8.92	378.08
74	25.65	288.87
75	7.03	443.61
76	75.29	411.58
77	25.93	377.16
78	41.97	395.14
79	13.38	541.03
80	15.90	406.77
81	14.57	467.81
82	18.57	459.11
83	27.35	402.56
84	45.51	387.79
85	128.89	354.44
86	29.37	415.94
87	15.67	378.51
88	23.63	391.83
89	9.15	393.39
90	21.37	461.35
91	22.11	356.83
92	13.93	409.04
93	23.49	370.32
94	9.06	329.84
95	5.29	352.52
96	8.78	386.64
97	11.45	424.94
98	28.41	404.77
99	23.90	342.51
100	12.60	362.83
101	7.35	290.01
102	12.92	389.57
103	9.24	496.67
104	5.88	418.60
