 	Area	Mean	Min	Max	IntDen	RawIntDen
1	6.755	226.191	153	312	1527.956	91155.000
2	6.655	215.675	156	302	1435.227	85623.000
3	79.587	250.889	144	498	19967.415	1191219.000
4	10.543	229.774	155	307	2422.603	144528.000
5	10.795	251.202	158	357	2711.683	161774.000
6	15.019	252.605	161	396	3793.849	226334.000
7	9.420	253.126	147	369	2384.536	142257.000
8	12.790	262.611	152	373	3358.669	200372.000
9	13.074	220.567	144	288	2883.797	172042.000
10	11.683	232.976	146	375	2721.908	162384.000
11	20.081	258.636	152	422	5193.691	309846.000
12	12.957	235.435	142	322	3050.564	181991.000
13	38.251	246.007	136	390	9410.098	561389.000
14	32.435	260.933	145	438	8463.320	504906.000
15	8.867	222.459	141	328	1972.589	117681.000
16	35.787	241.827	150	393	8654.308	516300.000
17	35.150	262.513	142	451	9227.407	550490.000
18	278.956	250.466	137	481	69869.048	4168258.000
19	13.561	247.532	156	339	3356.675	200253.000
20	13.443	244.196	166	374	3282.787	195845.000
21	10.929	235.745	148	380	2576.446	153706.000
22	13.024	230.313	142	337	2999.641	178953.000
23	13.326	282.419	146	366	3763.493	224523.000
24	13.611	268.735	173	380	3657.723	218213.000
25	144.942	243.832	137	447	35341.677	2108419.000
26	20.601	244.281	145	386	5032.355	300221.000
27	28.110	238.915	145	342	6715.931	400660.000
28	9.169	236.903	155	345	2172.143	129586.000
29	9.538	247.046	158	351	2356.241	140569.000
30	9.873	200.251	139	270	1977.064	117948.000
31	10.325	247.185	170	313	2552.309	152266.000
32	25.881	255.215	150	390	6605.167	394052.000
33	11.013	244.108	163	345	2688.300	160379.000
34	12.773	231.436	152	342	2956.076	176354.000
35	9.286	244.215	156	337	2267.838	135295.000
36	14.868	221.882	155	345	3298.946	196809.000
37	16.393	248.920	170	354	4080.650	243444.000
38	7.023	243.527	155	328	1710.378	102038.000
39	11.683	222.911	143	326	2604.322	155369.000
40	6.018	215.103	170	285	1294.408	77222.000
