 	Area	Mean	IntDen	RawIntDen
1	5.816	357.228	2077.805	123958.000
2	8.649	301.293	2605.964	155467.000
3	51.862	348.526	18075.318	1078340.000
4	8.850	315.455	2791.907	166560.000
5	8.297	329.994	2738.050	163347.000
6	16.326	347.277	5669.770	338248.000
7	8.968	344.157	3086.318	184124.000
8	8.733	333.225	2910.080	173610.000
9	143.585	338.826	48650.253	2902384.000
10	904.520	338.733	306391.109	18278726.000
11	16.326	335.747	5481.531	327018.000
12	8.314	335.923	2792.879	166618.000
13	14.332	324.098	4644.864	277104.000
14	9.772	333.566	3259.722	194469.000
15	5.565	324.886	1808.001	107862.000
16	11.549	338.123	3905.032	232967.000
17	15.170	348.346	5284.324	315253.000
18	11.951	341.992	4087.287	243840.000
19	5.733	337.439	1934.421	115404.000
20	9.806	340.496	3338.857	199190.000
21	7.007	335.847	2353.140	140384.000
22	8.163	320.947	2619.944	156301.000
23	26.266	335.817	8820.673	526225.000
24	10.711	340.717	3649.426	217718.000
25	9.806	350.068	3432.725	204790.000
26	14.047	341.409	4795.674	286101.000
27	10.812	305.941	3307.712	197332.000
28	9.973	359.857	3589.032	214115.000
29	22.797	331.963	7567.617	451470.000
30	6.001	313.506	1881.302	112235.000
31	5.247	334.013	1752.418	104546.000
32	8.331	323.944	2698.709	161000.000
33	7.292	278.310	2029.312	121065.000
34	9.990	300.893	3005.993	179332.000
35	13.695	302.619	4144.279	247240.000
36	6.319	318.607	2013.388	120115.000
37	6.185	328.439	2031.474	121194.000
38	6.101	324.280	1978.573	118038.000
39	6.889	340.443	2345.396	139922.000
40	8.549	298.229	2549.476	152097.000
41	8.197	334.411	2741.067	163527.000
42	8.012	304.360	2438.628	145484.000
43	9.571	323.898	3100.096	184946.000
44	5.532	297.324	1644.654	98117.000
45	5.129	287.575	1475.037	87998.000
46	5.917	308.204	1823.657	108796.000
47	9.169	380.128	3485.358	207930.000
