 	Area	Mean	Min	Max	IntDen	RawIntDen
1	16.762	597.937	393	765	10022.722	597937.000
2	34.865	534.912	383	778	18649.892	1112618.000
3	23.199	535.199	338	892	12416.007	740716.000
4	38.033	542.269	351	923	20624.325	1230409.000
5	9.772	531.842	386	788	5197.345	310064.000
6	331.220	569.704	286	1092	188697.612	11257350.000
7	9.253	529.100	392	768	4895.610	292063.000
8	17.651	573.261	380	953	10118.383	603644.000
9	22.579	637.708	392	1036	14398.587	858993.000
10	78.095	554.077	377	961	43270.603	2581444.000
11	14.851	553.872	358	829	8225.716	490731.000
12	24.339	560.028	383	868	13630.343	813161.000
13	14.097	558.219	366	891	7869.202	469462.000
14	16.863	449.182	384	573	7574.439	451877.000
15	13.460	595.022	392	869	8009.015	477803.000
16	7.778	546.722	392	773	4252.210	253679.000
17	14.499	495.378	377	636	7182.623	428502.000
18	16.980	519.609	389	830	8823.003	526364.000
19	40.179	508.190	380	773	20418.535	1218132.000
20	10.946	464.322	384	551	5082.323	303202.000
21	31.161	547.226	381	904	17052.038	1017293.000
22	5.884	492.840	392	651	2899.637	172987.000
23	6.068	471.517	392	598	2861.118	170689.000
24	6.118	479.786	392	658	2935.425	175122.000
25	8.884	553.451	392	779	4916.831	293329.000
26	13.745	482.550	375	611	6632.640	395691.000
27	6.152	476.104	387	617	2928.854	174730.000
28	7.761	497.309	392	673	3859.557	230254.000
