 	Area	Mean	Min	Max	IntDen	RawIntDen
1	23.115	118.291	63	208	2734.295	163123
2	7.543	99.351	68	145	749.403	44708
3	75.078	110.682	55	195	8309.779	495746
4	8.834	97.099	70	134	857.737	51171
5	40.799	102.322	52	187	4174.652	249052
6	28.026	114.417	47	208	3206.704	191306
7	60.679	116.354	50	227	7060.226	421200
8	10.627	121.033	60	177	1286.245	76735
9	12.287	114.213	66	185	1403.295	83718
10	8.113	112.217	61	140	910.404	54313
11	41.386	117.652	50	203	4869.125	290483
12	7.493	97.685	66	143	731.920	43665
13	8.867	108.181	61	146	959.265	57228
14	9.018	113.675	67	166	1025.124	61157
15	12.203	107.085	70	166	1306.745	77958
16	20.718	111.149	62	183	2302.787	137380
17	19.008	108.377	57	194	2060.071	122900
18	10.493	115.324	56	179	1210.111	72193
19	9.404	112.485	60	182	1057.760	63104
20	11.164	92.369	53	151	1031.175	61518
21	7.476	99.930	48	150	747.073	44569
22	62.372	115.669	54	194	7214.505	430404
23	7.375	91.032	60	119	671.392	40054
24	36.324	106.217	54	162	3858.199	230173
25	11.113	118.057	85	146	1312.009	78272
26	16.142	117.954	85	165	1904.015	113590
27	13.410	101.098	60	142	1355.691	80878
28	10.359	108.845	63	155	1127.524	67266
29	11.499	102.433	68	166	1177.861	70269
30	26.467	103.595	60	183	2741.905	163577
31	9.923	95.373	50	162	946.409	56461
32	7.677	108.683	57	149	834.371	49777
33	11.080	105.139	61	149	1164.921	69497
34	9.504	110.772	68	150	1052.798	62808
35	9.856	105.398	61	133	1038.819	61974
