 	Area	Mean	IntDen	RawIntDen
1	17.097	719.625	12303.718	734017.000
2	11.382	737.891	8398.316	501028.000
3	11.449	745.681	8536.973	509300.000
4	9.705	717.770	6966.173	415589.000
5	9.739	723.434	7045.391	420315.000
6	10.862	714.045	7755.873	462701.000
7	20.902	743.907	15549.460	927652.000
8	6.252	703.458	4398.226	262390.000
9	7.308	714.894	5224.668	311694.000
10	255.757	726.388	185779.000	11083231.000
11	69.261	701.838	48610.225	2899996.000
12	7.811	737.951	5764.259	343885.000
13	15.019	702.258	10547.143	629223.000
14	36.122	749.655	27079.386	1615506.000
15	8.063	707.405	5703.529	340262.000
16	7.107	686.767	4880.959	291189.000
17	12.052	688.545	8298.347	495064.000
18	8.046	709.542	5708.860	340580.000
19	19.612	694.619	13622.682	812704.000
20	17.248	736.760	12707.837	758126.000
21	92.963	730.769	67934.443	4052843.000
22	7.157	708.030	5067.690	302329.000
23	8.750	707.019	6186.313	369064.000
24	46.616	723.586	33730.397	2012293.000
25	18.153	694.515	12607.834	752160.000
26	6.956	726.345	5052.671	301433.000
27	5.431	691.775	3756.989	224135.000
28	15.237	707.059	10773.332	642717.000
29	22.562	708.047	15974.867	953031.000
30	7.979	697.559	5565.677	332038.000
