 	Area	Mean
1	133.719	696.756
2	1090.943	702.376
3	82.374	730.385
4	32.913	732.662
5	8.964	622.210
6	6.160	777.642
7	34.476	742.313
8	38.245	648.995
9	91.199	691.019
10	15.399	677.266
11	27.397	773.740
12	8.044	548.337
13	33.188	797.885
14	37.785	703.291
15	25.512	764.088
16	64.676	763.695
17	9.423	756.356
18	7.585	604.333
19	30.017	586.746
20	42.106	888.475
21	29.051	636.625
22	56.172	690.696
23	40.130	714.788
24	10.021	696.899
25	1066.994	722.589
26	47.025	719.461
27	213.426	716.798
28	40.635	751.133
29	61.964	672.146
30	36.452	612.585
31	24.639	716.813
32	36.866	694.995
33	9.285	769.856
34	144.521	680.520
35	23.857	679.345
36	28.959	853.478
37	114.551	630.652
38	37.555	677.568
39	46.289	698.324
40	35.441	690.118
41	29.143	717.084
42	29.419	686.312
43	28.546	711.800
44	31.488	676.145
45	205.704	808.953
46	31.488	652.508
47	24.776	676.985
48	50.794	677.259
49	53.506	652.155
50	34.062	676.856
51	13.744	675.100
52	38.613	685.795
53	26.983	563.523
54	54.517	681.484
55	31.074	739.361
56	29.603	703.494
57	46.611	692.505
58	28.730	674.650
59	32.315	769.674
60	20.869	693.117
61	31.534	595.480
62	40.543	659.190
63	22.340	865.128
64	10.021	608.615
65	18.341	679.499
66	18.111	717.302
